#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
7093,узи вен нижних конечностей в нижнем новгороде,20%,нет,80%,1,
7094,хирург стоматолог нижний новгород,100%,нет,71%,1,
7095,эндокринолог новокузнецк детский,100%,нет,64%,0,
7096,сексолог новосибирск,100%,нет,70%,1,
7097,проктолог одинцово,100%,нет,92%,1,
7098,детский ортодонт оренбург,90%,нет,66%,1,
7099,абрамов орел стоматолог,0%,нет,3%,-1,
7100,кт в перми адреса и цены,100%,нет,82%,1,
7101,кардиолог в подольске,100%,нет,75%,1,
7102,узи перинатальный центр псков,60%,нет,56%,0,
7103,максима стоматология россошь,80%,нет,42%,0,
7104,детский стоматолог ростов на дону,100%,нет,66%,1,
7105,узи ростов,80%,нет,57%,0,
7106,рязанский областной клинический кардиологический диспансер,80%,да,59%,0,
7107,стоматология 3 рязань,40%,нет,39%,0,
7108,клиника глазная на вольской саратов,70%,нет,49%,0,
7109,клиника сова на степана разина саратов,90%,нет,56%,0,
7110,хирург симферополь,0%,нет,46%,0,
7111,ирей симферополь клиника,0%,нет,32%,-1,
7112,ревматолог сочи,100%,нет,89%,1,
7113,трихолог сочи,100%,нет,59%,0,
7114,стоматология спб цены,90%,нет,100%,1,
7115,мрочко отзывы ринопластика,0%,нет,8%,-1,
7116,цыпурдеева анна алексеевна,0%,нет,1%,-1,
7117,мануальный терапевт сургут,100%,нет,50%,0,
7118,гастро плюс таганрог,70%,нет,43%,0,
7119,ортопед томск,100%,нет,65%,0,
7120,детский пульмонолог уфа,90%,нет,83%,1,
7121,лор врач уфа,100%,нет,64%,0,
7122,невролог ухта,90%,нет,70%,1,
7123,детская стоматология владимир на студеной горе,80%,нет,54%,0,
7124,ортодонт вологда детский,100%,нет,69%,1,
7125,невролог волжский детский,90%,нет,64%,0,
7126,клиника эксперт пушкинская 11,0%,нет,23%,-1,
7127,больница электроника адрес воронеж,80%,нет,49%,0,
7128,нейропсихолог детский воронеж,70%,нет,37%,0,
7129,хирург стоматолог ярославль,100%,нет,57%,0,
7130,женская консультация жуковский,80%,нет,49%,0,
7131,невролог детский армавир,90%,нет,74%,1,
7132,офтальмолог астрахань,90%,нет,68%,1,
7133,астрахань проктолог,90%,нет,63%,0,
7134,здоровье азов ленина,30%,да,22%,-1,
7135,узи балаково,90%,нет,81%,1,
7136,боровичи стоматология коммунарная,10%,да,16%,-1,
7137,продокторов чебоксары,80%,нет,49%,0,
7138,мрт в челябинске цены и адреса без направления,100%,нет,82%,1,
7139,сосудистый хирург в челябинске,100%,нет,64%,0,
7140,дербент клиника здоровье,80%,нет,50%,0,
7141,евпатория поликлиника,0%,нет,26%,-1,
7142,женская консультация гусь хрустальный,90%,нет,0%,-1,
7143,педиатр хабаровск,100%,нет,66%,1,
7144,женская консультация хабаровск,100%,нет,72%,1,
7145,кемерово хирург,100%,нет,73%,1,
7146,детский стоматолог киров,100%,нет,49%,0,
7147,ортодонт киров детский,80%,нет,50%,0,
7148,королев дерматолог,0%,нет,20%,-1,
7149,детский дерматолог кострома,100%,нет,57%,0,
7150,невролог в красноярске лучший взрослый,100%,нет,67%,1,
7151,узи курск гинекологическое,90%,нет,84%,1,
7152,полимед лесосибирск,90%,нет,69%,1,
7153,андромеда липецк клиника официальный сайт цены и услуги,100%,нет,88%,1,
7154,детский врач пульмонолог,90%,да,67%,1,
7155,медицинский центр на парковой,60%,да,28%,-1,
7156,родниковая 12 корп 1 психоневрологический диспансер,88%,да,52%,0,
7157,медицинский центр юность,10%,да,62%,0,
7158,67 роддом перинатальный центр,38%,да,0%,-1,
7159,стоматология комфорт нижнекамск,90%,нет,42%,0,
7160,женская консультация нижний тагил вагонка,90%,нет,65%,0,
7161,пульмонолог детский нижний новгород,100%,нет,89%,1,
7162,1 поликлиника нижний новгород приокский район взрослая,80%,нет,53%,0,
7163,мвд поликлиника нижний новгород,80%,нет,63%,0,
7164,обнинск поликлиника 1,100%,нет,0%,-1,
7165,павловская стоматология,10%,да,13%,-1,
7166,пенза перинатальный центр официальный сайт,100%,нет,56%,0,
7167,невролог папкина пенза,70%,нет,44%,0,
7168,стоматология в реутове,40%,нет,64%,0,
7169,эндокринолог детский рязань,90%,нет,93%,1,
7170,нефролог самара,80%,нет,67%,1,
7171,травмпункт саранск взрослый,90%,нет,65%,0,
7172,саранск мануальный терапевт,80%,нет,64%,0,
7173,вольская 12 глазная клиника,0%,нет,17%,-1,
7174,квд сергиев посад официальный сайт,70%,нет,42%,0,
7175,детский ортопед смоленск,80%,нет,59%,0,
7176,онколог дерматолог спб,80%,нет,78%,1,
7177,prp терапия цена в спб,80%,нет,100%,1,
7178,ступинская больница,60%,да,43%,0,
7179,мрт в таганроге адреса и цены,100%,нет,91%,1,
7180,невролог томск детский,100%,нет,63%,0,
7181,психолог томск детский,90%,нет,51%,0,
7182,оптика спар тула,100%,нет,42%,0,
7183,травматолог тверь,100%,нет,73%,1,
7184,психоневрологический диспансер владивосток,90%,нет,0%,-1,
7185,офтальмолог детский волгоград,90%,нет,65%,0,
7186,пульмонолог вологда,90%,нет,82%,1,
7187,инфекционист ярославль,100%,нет,78%,1,
7188,про докторов йошкар ола,80%,нет,49%,0,
7189,психотерапевт зеленоград,0%,нет,59%,0,
7190,кардиолог абакан,100%,нет,78%,1,
7191,поликлиника 4 армавир,100%,нет,65%,0,
7192,кирова детская поликлиника,80%,нет,50%,0,
7193,череповец детский дерматолог,90%,нет,77%,1,
7194,ессентуки дерматолог,100%,нет,72%,1,
7195,гематолог иваново,90%,нет,70%,1,
7196,иваново мануальный терапевт,100%,нет,65%,0,
7197,фокин дмитрий андреевич иваново фото,80%,нет,0%,-1,
7198,ижевск онколог,80%,нет,51%,0,
7199,будь здоров казань нариманова,100%,нет,65%,0,
7200,продокторов казань неврологи,100%,нет,76%,1,
7201,невролог коломна,100%,нет,90%,1,
7202,медосмотр 23,0%,нет,4%,-1,
7203,краснодар психиатрическая больница красная 1,60%,нет,29%,-1,
7204,мед справка водительская краснодар,90%,нет,68%,1,
7205,стреляев артем александрович,0%,нет,4%,-1,
7206,курск садовая стоматология,60%,нет,42%,0,
7207,2 детская поликлиника курск,90%,нет,0%,-1,
7208,лобня дерматолог,100%,нет,94%,1,
7209,михайловская црб,10%,да,8%,-1,
7210,эндокринолог на дом,90%,да,99%,1,
7211,гастроэнтеролог на дом москва,100%,нет,96%,1,
7212,прием врача акушера гинеколога,80%,да,87%,1,
7213,врач хирург москва,100%,нет,57%,0,
7214,дгп 39 проезд березовой рощи отзывы,30%,да,0%,-1,
7215,платные услуги 13 больница,88%,да,84%,1,
7216,он клиник цветной,80%,да,50%,0,
7217,врачи онкологического диспансера,40%,да,35%,0,
7218,вызов врача лора на дом,90%,да,99%,1,
7219,заморозка яйцеклетки стоимость,80%,да,66%,1,
7220,шаповалов дмитрий алексеевич,0%,нет,5%,-1,
7221,остеопат набережные челны,0%,нет,17%,-1,
7222,офтальмолог новокузнецк детский,100%,нет,73%,1,
7223,психотерапевт новороссийск,100%,нет,78%,1,
7224,гематолог в омске,100%,нет,64%,0,
7225,нефролог пенза детский,100%,нет,84%,1,
7226,пенза поликлиника 6,70%,нет,0%,-1,
7227,ярыгина лор пенза,80%,нет,43%,0,
7228,квд подольск официальный сайт,70%,нет,42%,0,
7229,середавина детская поликлиника,0%,нет,0%,-1,
7230,доктор ост самара отзывы,70%,нет,36%,0,
7231,акушер саратов,90%,нет,70%,1,
7232,окулист саратов,100%,нет,73%,1,
7233,психоневрологический диспансер сергиев посад,100%,нет,63%,0,
7234,севастополь рентген,0%,нет,58%,0,
7235,про докторов севастополь проктолог,0%,нет,16%,-1,
7236,25 женская консультация красносельского района,0%,нет,0%,-1,
7237,пародонтолог спб,100%,нет,50%,0,
7238,потасеева ольга альбертовна невролог,0%,нет,6%,-1,
7239,стоматолог таганрог,100%,нет,66%,1,
7240,троицк поликлиника взрослая,90%,нет,56%,0,
7241,флюорография ульяновск,90%,нет,82%,1,
7242,центр охраны материнства и детства владивосток,10%,нет,20%,-1,
7243,ортопед детский великий новгород,80%,нет,55%,0,
7244,детский психиатр волгоград,100%,нет,73%,1,
7245,областная поликлиника воронеж,70%,нет,49%,0,
7246,колопроктолог воронеж,90%,нет,69%,1,
7247,куксина невролог воронеж,80%,нет,36%,0,
7248,окулист ярославль,100%,нет,80%,1,
7249,узи слепцов ярославль,40%,нет,30%,-1,
7250,армавир женская консультация 1,90%,нет,49%,0,
7251,терапевт астрахань,100%,нет,64%,0,
7252,госпиталь росгвардии балашиха,90%,нет,0%,-1,
7253,евромедика барнаул,60%,нет,49%,0,
7254,барнаул брекеты цена,90%,нет,99%,1,
7255,детский психиатр брянск,100%,нет,78%,1,
7256,женская консультация брянск фокинский район,90%,нет,0%,-1,
7257,сурдолог брянск,100%,нет,78%,1,
7258,аборт челябинск,90%,нет,99%,1,
7259,узи щитовидной железы екатеринбург,80%,нет,98%,1,
7260,иркутск узи почек,70%,нет,84%,1,
7261,дерматолог каменск уральский,100%,нет,64%,0,
7262,сафина валентина николаевна,0%,нет,0%,-1,
7263,кемерово флеболог,100%,нет,73%,1,
7264,узи специалист киров,90%,нет,89%,1,
7265,эндокринолог ковров,60%,да,59%,0,
7266,доктор ост краснодар отзывы цены,70%,нет,42%,0,
7267,ортодонт краснодар детский,90%,нет,71%,1,
7268,узи минусинск,90%,нет,72%,1,
7269,эндокринолог продокторов,80%,да,50%,0,
7270,флеболог на дом в москве,30%,нет,89%,1,
7271,нпц им соловьева,60%,да,0%,-1,
7272,отзывы роддом 1,100%,да,0%,-1,
7273,доктор анна клиника,40%,да,26%,-1,
7274,областная клиническая психиатрическая больница,50%,да,0%,-1,
7275,центр мануальной терапии на вернадского 121,100%,да,81%,1,
7276,кащеев алексей алексеевич нейрохирург,0%,нет,1%,-1,
7277,пачев мурат валерьевич нейрохирург отзывы,0%,нет,0%,-1,
7278,нейрохирург зиненко дмитрий юрьевич,0%,нет,0%,-1,
7279,ольга александровна иванова,0%,нет,1%,-1,
7280,максим валерьевич замерград,0%,нет,6%,-1,
7281,продокторов ру нижневартовск,90%,нет,76%,1,
7282,новороссийск гематолог,100%,нет,76%,1,
7283,ласточка медицинский центр новосибирск,70%,нет,35%,0,
7284,лор обнинск,90%,нет,78%,1,
7285,блефаропластика в оренбурге отзывы и цены,70%,нет,91%,1,
7286,уролог орск,100%,нет,79%,1,
7287,ортопед орел,0%,нет,19%,-1,
7288,пенза аллерголог,100%,нет,78%,1,
7289,психиатр подольск,100%,нет,94%,1,
7290,трихолог пятигорск,100%,нет,69%,1,
7291,рязань окулист,90%,нет,54%,0,
7292,мрт головного мозга саратов,80%,нет,69%,1,
7293,онкодиспансер севастополь,0%,нет,4%,-1,
7294,детский психолог симферополь,0%,нет,12%,-1,
7295,терапевт славянск на кубани,0%,нет,24%,-1,
7296,пульмонолог смоленск,100%,нет,95%,1,
7297,ревматологический центр на большой подьяческой в спб,90%,нет,67%,1,
7298,шаумяна детская поликлиника,0%,нет,0%,-1,
7299,гастроэнтеролог ставрополь взрослый,100%,нет,73%,1,
7300,исток клиника светлоград,60%,нет,78%,1,
7301,таганрог флюорография,100%,нет,85%,1,
7302,тольятти перинатальный центр,70%,нет,42%,0,
7303,травматолог тольятти,90%,нет,50%,0,
7304,мать и дитя клиника тюмень,70%,нет,30%,-1,
7305,пульмонолог тюмень взрослый,100%,нет,63%,0,
7306,детский диамед улан удэ,100%,нет,63%,0,
7307,сурдолог ульяновск,90%,нет,71%,1,
7308,цгб верхняя пышма,0%,нет,12%,-1,
7309,поликлиника детская на токарева владимир,80%,нет,59%,0,
7310,госпиталь владимир военный,90%,нет,62%,0,
7311,великий новгород психоневрологический диспансер,90%,нет,0%,-1,
7312,педиатр волгоград,100%,нет,77%,1,
7313,женская консультация центрального района воронеж,100%,нет,0%,-1,
7314,пульмонолог воронеж взрослый,90%,нет,72%,1,
7315,детский кардиолог ярославль,100%,нет,77%,1,
7316,ярославль кожно венерологический диспансер,90%,нет,56%,0,
7317,йошкар ола уролог,90%,нет,51%,0,
7318,армавир эндокринолог,100%,нет,56%,0,
7319,стоматология шанс арзамас,90%,нет,50%,0,
7320,азов дента,50%,да,62%,0,
7321,балаково перинатальный центр,90%,нет,49%,0,
7322,травматолог барнаул,90%,нет,58%,0,
7323,череповец детский ортопед,100%,нет,78%,1,
7324,медискан домодедово отзывы,90%,нет,36%,0,
7325,андролог екатеринбург,100%,нет,64%,0,
7326,диамант стоматология екатеринбург,100%,нет,59%,0,
7327,евпатория стоматология некрасова,0%,нет,41%,0,
7328,стоматолог хабаровск,100%,нет,66%,1,
7329,чистка зубов иркутск,80%,нет,85%,1,
7330,детский стоматолог ижевск,90%,нет,67%,1,
7331,окулист в калининграде,100%,нет,64%,0,
7332,калуга узи малого таза,100%,нет,100%,1,
7333,ркб казань роддом,80%,нет,43%,0,
7334,медицинский центр ан нур казань,80%,нет,51%,0,
7335,флюорография киров,80%,нет,68%,1,
7336,детский лайт киров,90%,нет,57%,0,
7337,про докторов краснодар официальный,70%,нет,28%,-1,
7338,детский невролог курган,90%,нет,65%,0,
7339,айболит лениногорск медицинский центр,90%,нет,35%,0,
7340,стоматолог детский липецк,100%,нет,78%,1,
7341,невролог майкоп,80%,нет,78%,1,
7342,роддом 1 врачи,90%,да,0%,-1,
7343,андреевские больницы варшавское шоссе,90%,да,59%,0,
7344,областная клиническая стоматологическая поликлиника,60%,да,42%,0,
7345,врач гигиенист стоматолог,30%,да,21%,-1,
7346,сурдолог москва,100%,нет,82%,1,
7347,рейтинг глазных клиник москвы,90%,нет,28%,-1,
7348,доктор травматолог,80%,да,50%,0,
7349,трихолог дерматолог в москве,70%,нет,60%,0,
7350,форсюк дмитрий анатольевич ревматолог,0%,нет,10%,-1,
7351,кардиолог мурманск,100%,нет,90%,1,
7352,авицена записаться на прием к врачу,20%,да,26%,-1,
7353,уролог детский в нижнем новгороде,50%,нет,73%,1,
7354,умилина анна юрьевна,0%,нет,9%,-1,
7355,детский лор новороссийск,100%,нет,64%,0,
7356,новосибирск клиника инсайт,70%,нет,55%,0,
7357,маммолог онколог новосибирск,100%,нет,58%,0,
7358,уролог в новосибирске для мужчин цена,50%,нет,92%,1,
7359,кожно венерологический диспансер омск 5 линия,40%,нет,25%,-1,
7360,невролог орехово зуево,100%,да,95%,1,
7361,орехово зуево невролог,100%,да,95%,1,
7362,старица психиатрическая больница оренбург,80%,нет,0%,-1,
7363,фгдс в ростове на дону цена,10%,нет,65%,0,
7364,рубцовск городская больница 1,90%,нет,0%,-1,
7365,гинеколог детский рязань,100%,нет,98%,1,
7366,стоматология кравченко самара,60%,нет,53%,0,
7367,детский ортопед саратов,100%,нет,77%,1,
7368,саратов мрт головы,90%,нет,73%,1,
7369,стоматология зубр саратов,100%,нет,45%,0,
7370,серпухов офтальмолог,90%,нет,66%,1,
7371,симферополь онкоцентр,0%,нет,21%,-1,
7372,педиатр симферополь,0%,нет,35%,0,
7373,гинеколог славянск на кубани,0%,нет,15%,-1,
7374,офтальмолог славянск на кубани,0%,нет,3%,-1,
7375,офтальмолог сочи,90%,нет,70%,1,
7376,улыбка на ветеранов 130 стоматология,0%,нет,32%,-1,
7377,кожвен старый оскол,90%,нет,57%,0,
7378,гинеколог детский уфа,100%,нет,81%,1,
7379,нефролог ульяновск,100%,нет,76%,1,
7380,даймонд дент владимир,100%,нет,77%,1,
7381,ревматолог в великом новгороде,50%,нет,76%,1,
7382,стоматология центральный район волгоград,90%,нет,58%,0,
7383,онколог вологда,90%,нет,51%,0,
7384,мрт медэксперт воронеж,100%,нет,66%,1,
7385,невролог детский абакан,90%,нет,50%,0,
7386,ортопед абакан,100%,нет,73%,1,
7387,армавир детская поликлиника 1,70%,нет,0%,-1,
7388,гастроэнтеролог барнаул детский,90%,нет,73%,1,
7389,братск психоневрологический диспансер,70%,нет,53%,0,
7390,больница 2 брянск володарский район,88%,нет,43%,0,
7391,дерматолог в челябинске,100%,нет,63%,0,
7392,узи малого таза в челябинске,90%,нет,82%,1,
7393,педиатр детский челябинск,90%,нет,66%,1,
7394,стоматология ефремов,80%,нет,76%,1,
7395,иммунолог екатеринбург,100%,нет,75%,1,
7396,электросталь 21 медсанчасть,100%,нет,27%,-1,
7397,елизово стоматология,80%,нет,64%,0,
7398,детский психолог хабаровск,100%,нет,64%,0,
7399,офтальмолог химки,90%,нет,67%,1,
7400,ортодонт иркутск детский,100%,нет,73%,1,
7401,детская стоматология на 50 лет влксм ижевск,60%,нет,32%,-1,
7402,ижевск брекеты,100%,нет,99%,1,
7403,детский ортопед калининград,100%,нет,77%,1,
7404,педиатр калининград,90%,нет,59%,0,
7405,ортопед детский калуга,90%,нет,66%,1,
7406,калуга женская консультация 1,90%,нет,65%,0,
7407,калуга поликлиника сосновая роща,80%,нет,0%,-1,
7408,киров нейрохирург,90%,нет,69%,1,
7409,мрт в костроме цены,80%,нет,99%,1,
7410,больница им королева,10%,да,1%,-1,
7411,дерматологи краснодар продокторов,100%,нет,87%,1,
7412,маркушин вип форум,30%,да,21%,-1,
7413,фмба скц,0%,нет,0%,-1,
7414,педиатр детский красноярск,90%,нет,77%,1,
7415,роговенко александр анатольевич,0%,нет,6%,-1,
7416,курск невролог взрослый,100%,нет,89%,1,
7417,поликлиника 1 кузнецк,100%,нет,0%,-1,
7418,лиски детская поликлиника,100%,нет,0%,-1,
7419,аритмолог москва,80%,нет,75%,1,
7420,стоматолог гнатолог в москве,50%,нет,70%,1,
7421,хоспис царицыно,60%,да,54%,0,
7422,агами стоматология отзывы,0%,нет,3%,-1,
7423,платные услуги 1 мед,40%,да,84%,1,
7424,банникова,30%,да,0%,-1,
7425,нечаева ирина анатольевна дерматовенеролог,40%,да,29%,-1,
7426,елонаков ревматолог,40%,да,21%,-1,
7427,желудкова ольга григорьевна онколог,0%,нет,1%,-1,
7428,онколог желудкова ольга григорьевна,0%,нет,1%,-1,
7429,эскин вадим германович,0%,нет,0%,-1,
7430,остеопат мытищи,100%,нет,58%,0,
7431,гастроэнтеролог набережные челны взрослый,0%,нет,19%,-1,
7432,пульмонолог набережные челны,0%,нет,31%,-1,
7433,нижневартовск проктолог,100%,нет,72%,1,
7434,кардиолог нижний тагил,100%,нет,73%,1,
7435,сурдолог в нижнем новгороде,80%,нет,69%,1,
7436,фгдс новокузнецк,70%,нет,68%,1,
7437,кожвендиспансер новомосковск,80%,нет,56%,0,
7438,стоматология новомосковск тульская область,90%,нет,63%,0,
7439,окулист новороссийск,100%,нет,73%,1,
7440,дюна новосибирск клиника,50%,нет,35%,0,
7441,гастроэнтеролог омск детский,100%,нет,65%,0,
7442,центр флебологии орехово зуево,100%,да,68%,1,
7443,аллерголог ростов на дону,100%,нет,65%,0,
7444,онкодиспансер соколова 9,0%,нет,1%,-1,
7445,акушер рязань,100%,нет,77%,1,
7446,психиатр рязань детский,100%,нет,94%,1,
7447,надежда самара клиника,70%,нет,61%,0,
7448,стоматология саранск светотехстрой,90%,нет,49%,0,
7449,куприянова 16 саратов стоматология,80%,нет,56%,0,
7450,офтальмолог щелково,0%,нет,48%,0,
7451,бессмертная марина михайловна,0%,нет,11%,-1,
7452,таганрог центр лазерной медицины,80%,нет,50%,0,
7453,профимед тольятти,90%,нет,44%,0,
7454,лор отоларинголог уфа,100%,нет,64%,0,
7455,эндокринолог улан удэ,90%,нет,58%,0,
7456,гинеколог эндокринолог владивосток,100%,нет,72%,1,
7457,вологда женская консультация на архангельской,70%,нет,42%,0,
7458,про докторов волжский,90%,нет,56%,0,
7459,гастроскопия воронеж,80%,нет,87%,1,
7460,нейропсихолог воронеж,100%,нет,59%,0,
7461,здоровье ярославль парижская коммуна,90%,нет,50%,0,
7462,южно сахалинск мрт,100%,да,65%,0,
7463,абинск стоматология,90%,нет,73%,1,
7464,стоматология артем городская,0%,нет,13%,-1,
7465,нейрохирург барнаул,80%,нет,51%,0,
7466,благовещенск детская стоматология,100%,нет,64%,0,
7467,стоматология бор нижегородской области,70%,нет,45%,0,
7468,ортопед детский брянск,100%,нет,85%,1,
7469,пульмонолог брянск,80%,нет,79%,1,
7470,стоматология череповец менделеева,80%,нет,0%,-1,
7471,стоматология лермонтова димитровград,90%,нет,0%,-1,
7472,детский аллерголог екатеринбург,90%,нет,78%,1,
7473,стоматология гай,90%,нет,56%,0,
7474,медцентр гуково,100%,нет,80%,1,
7475,поликлиника 10 хабаровск официальный сайт,75%,нет,52%,0,
7476,уролог химки,90%,нет,81%,1,
7477,областной центр врачебной косметологии иркутск,60%,нет,35%,0,
7478,больница 8 иваново,90%,нет,35%,0,
7479,психолог детский калининград,100%,нет,67%,1,
7480,педиатр киров,90%,нет,73%,1,
7481,женская консультация 6 краснодар,80%,нет,52%,0,
7482,имплантация зубов в красноярске цены,100%,нет,90%,1,
7483,акушер липецк,100%,нет,77%,1,
7484,липецк гематолог,90%,нет,92%,1,
7485,дерматолог майкоп,90%,нет,58%,0,
7486,гб 10,33%,да,15%,-1,
7487,мать и дитя врачи,40%,да,44%,0,
7488,4 поликлиника флюорография,56%,да,79%,1,
7489,специалисты врачи,40%,да,0%,-1,
7490,ушакова майя владимировна,0%,нет,12%,-1,
7491,ищенко антон анатольевич,0%,нет,0%,-1,
7492,пластический хирург тимур хайдаров отзывы,0%,нет,8%,-1,
7493,детский лор мурманск,90%,нет,66%,1,
7494,психиатр мытищи,100%,нет,95%,1,
7495,стоматолог детский набережные челны,0%,нет,45%,0,
7496,дерматолог нижнекамск,90%,нет,57%,0,
7497,маммография в нижнем новгороде,30%,нет,45%,0,
7498,диетолог нижний новгород,100%,нет,75%,1,
7499,детская поликлиника новокузнецк сеченова 26,80%,нет,0%,-1,
7500,новороссийск ревматолог,100%,нет,64%,0,
7501,фтизиатр новосибирск,90%,нет,66%,1,
7502,гастроэнтеролог новосибирск взрослый,90%,нет,54%,0,
7503,детский невролог орел,0%,нет,16%,-1,
7504,узи брюшной полости пенза цена,70%,нет,97%,1,
7505,доверие рязань медицинский центр первомайский,60%,нет,49%,0,
7506,тришкин олег михайлович невролог рязань,70%,нет,31%,-1,
7507,сальск эксперт,90%,нет,0%,-1,
7508,саратов гематология,80%,нет,66%,1,
7509,серпухов кожвендиспансер,80%,нет,56%,0,
7510,детская поликлиника красный текстильщик серпухов,100%,нет,0%,-1,
7511,симферополь 6 больница,0%,нет,19%,-1,
7512,солнечногорская стоматологическая поликлиника,60%,да,35%,0,
7513,дерматолог в колпино,100%,нет,91%,1,
7514,аллерголог ставрополь,100%,нет,65%,0,
7515,арт клиник ставрополь,80%,нет,47%,0,
7516,ортодонт ставрополь,100%,нет,65%,0,
7517,сыктывкар гастроэнтеролог,100%,нет,50%,0,
7518,педиатр тамбов,100%,нет,54%,0,
7519,терапевт тамбов,100%,нет,58%,0,
7520,темрюк поликлиника,90%,нет,0%,-1,
7521,маммолог томск,100%,нет,77%,1,
7522,уролог тюмень детский,100%,нет,81%,1,
7523,денситометрия в уфе,80%,нет,61%,0,
7524,поликлиника 6 детская ульяновск,70%,нет,0%,-1,
7525,црб валуйки,90%,нет,56%,0,
7526,доктор айболит волгоград,80%,нет,43%,0,
7527,лучший детский невролог воронеж,100%,нет,57%,0,
7528,маммография в воронеже где сделать цена,90%,нет,74%,1,
7529,детская поликлиника воткинск на 1 мая,90%,нет,73%,1,
7530,стоматология железногорск курская область детская,90%,нет,0%,-1,
7531,городская поликлиника жуковский,90%,нет,0%,-1,
7532,2 детская поликлиника архангельск регистратура,80%,нет,0%,-1,
7533,балаково детский невролог,60%,нет,84%,1,
7534,балаково эндокринолог,100%,нет,79%,1,
7535,чебоксары хирург,100%,нет,78%,1,
7536,клиника шумакова чебоксары,60%,нет,33%,-1,
7537,детский аллерголог челябинск,100%,нет,73%,1,
7538,медицинский центр череповец зашекснинский,100%,нет,0%,-1,
7539,шилова роддом чита,80%,нет,0%,-1,
7540,мрт в екатеринбурге адреса,100%,нет,59%,0,
7541,продокторов ру хабаровск,60%,нет,28%,-1,
7542,гинеколог эндокринолог ижевск,100%,нет,66%,1,
7543,ортодонт ижевск,100%,нет,50%,0,
7544,флюорография цена казань,90%,нет,79%,1,
7545,аллерголог кемерово,90%,нет,57%,0,
7546,медлайн кемерово медицинский центр,90%,нет,61%,0,
7547,узи комсомольск на амуре,100%,нет,73%,1,
7548,кт в краснодаре адреса и цены,100%,нет,71%,1,
7549,мрт красноярск цены,80%,нет,98%,1,
7550,клиника борисовых красноярск аэровокзальная,70%,нет,42%,0,
7551,доктор ост красноярск молокова 40 отзывы и цены,90%,нет,58%,0,
7552,эндокринолог курск детский,90%,нет,90%,1,
7553,остеопат курск,90%,нет,58%,0,
7554,узи минеральные воды,0%,нет,67%,1,
7555,10 роддом отзывы,70%,да,14%,-1,
7556,женская консультация 1 поликлиника,70%,да,0%,-1,
7557,поликлиника на плющихе,60%,да,62%,0,
7558,артамонова елена владимировна,0%,нет,0%,-1,
7559,мурманск ортопед,90%,нет,51%,0,
7560,эндокринолог нальчик,100%,нет,77%,1,
7561,нефтекамск 2 поликлиника,100%,нет,0%,-1,
7562,стоматология нефтеюганск 10 мкр,80%,нет,56%,0,
7563,гематолог детский нижний новгород,80%,нет,82%,1,
7564,детский лор отоларинголог нижний новгород,100%,нет,73%,1,
7565,гепатолог в нижнем новгороде,50%,нет,73%,1,
7566,пульмонолог детский новокузнецк,90%,нет,75%,1,
7567,клиника одинцово,100%,нет,73%,1,
7568,2 поликлиника орехово зуево,60%,да,45%,0,
7569,детский окулист пенза,90%,нет,66%,1,
7570,детский офтальмолог ростов на дону,100%,нет,64%,0,
7571,рязань узи малого таза,100%,нет,69%,1,
7572,студия 32 рыбинск стоматология,100%,нет,50%,0,
7573,узи саратов,90%,нет,65%,0,
7574,эндокринолог серпухов,100%,нет,90%,1,
7575,гематолог сочи,100%,нет,71%,1,
7576,клиника скандинавия санкт петербург отзывы,60%,нет,20%,-1,
7577,жемчужина здоровья петергофское,0%,нет,16%,-1,
7578,белецкий валерий эдуардович,0%,нет,9%,-1,
7579,виталий федорович беженарь,0%,нет,0%,-1,
7580,ленина 381 ставрополь,100%,нет,64%,0,
7581,проктолог таганрог,100%,нет,91%,1,
7582,стоматология тамбов на моршанском шоссе,80%,нет,42%,0,
7583,аллерголог тольятти,100%,нет,65%,0,
7584,луч тверь клиника восстановительной медицины,40%,нет,48%,0,
7585,имплантация зубов в тюмени цены,90%,нет,99%,1,
7586,детский хирург уфа,100%,нет,80%,1,
7587,мрт в уфе адреса и цены уфа,90%,нет,84%,1,
7588,диетолог уфа,100%,нет,89%,1,
7589,уфа поликлиника 6,100%,нет,0%,-1,
7590,центр материнства и детства владивосток телефон,30%,нет,33%,-1,
7591,травматолог владивосток,90%,нет,77%,1,
7592,стоматология детская волгодонск,90%,нет,50%,0,
7593,камиль абдуллаев волгоград,60%,нет,25%,-1,
7594,поликлиника волхов,90%,нет,0%,-1,
7595,деревянкина евгения алексеевна,0%,нет,3%,-1,
7596,ялта дерматолог,0%,нет,16%,-1,
7597,ярославль стоматологии,70%,нет,45%,0,
7598,медикаментозный аборт ярославль,90%,нет,87%,1,
7599,косметолог зеленоград,0%,нет,44%,0,
7600,детская поликлиника ачинск лапенкова,100%,нет,79%,1,
7601,анапа флебоцентр,90%,нет,42%,0,
7602,армавир дерматолог,100%,нет,73%,1,
7603,аврора армавир стоматология,80%,нет,58%,0,
7604,арзамас эндоскопия,80%,нет,0%,-1,
7605,женская консультация астрахань,100%,нет,71%,1,
7606,2 поликлиника барнаул,70%,нет,0%,-1,
7607,гинеколог эндокринолог чебоксары,90%,нет,58%,0,
7608,челябинск роддом,80%,нет,41%,0,
7609,медицинский центр мать и дитя череповец,90%,нет,0%,-1,
