#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
8752,куда поехать в октябре в россии отдыхать недорого,0%,нет,9%,-1,
8753,туры петропавловск камчатский,60%,нет,81%,1,
8754,туры в карелию из москвы на 5 дней,100%,нет,88%,1,
8755,тур на 2 дня в карелию,80%,нет,83%,1,
8756,отели в лазаревском с бассейном рядом с морем все включено,0%,нет,46%,0,
8757,гостиницы сочи все включено,100%,нет,73%,1,
8758,лучшие отели все включено сочи,100%,нет,46%,0,
8759,отдых в сочи в сентябре 2023 цены,100%,нет,90%,1,
8760,туры в красноярск,100%,нет,93%,1,
8761,минеральные воды в мае,0%,нет,0%,-1,
8762,туры по россии недорого,70%,да,96%,1,
8763,туры из москвы по россии недорого,90%,нет,93%,1,
8764,курорты россии недорого,10%,да,43%,0,
8765,отдых в московской области все включено с бассейном недорого,30%,нет,32%,-1,
8766,путевка в питер на 5 дней,90%,нет,90%,1,
8767,тур выходного дня калининград,100%,нет,94%,1,
8768,туртрансвояж автобусные туры по россии,50%,да,43%,0,
8769,дабл три владикавказ,90%,нет,0%,-1,
8770,горящие путевки в испанию,0%,нет,92%,1,
8771,unawatuna,0%,нет,7%,-1,
8772,самолет тайланд,40%,да,72%,1,
8773,островок пхукет,10%,да,56%,0,
8774,отдых в тайланде в декабре,0%,нет,34%,-1,
8775,пхукет анекс тур,80%,да,63%,0,
8776,купить тур в тайланд пхукет,70%,да,98%,1,
8777,пхукет с детьми,0%,нет,2%,-1,
8778,онлайн тбс,0%,нет,30%,-1,
8779,туроператоры надежные,20%,да,7%,-1,
8780,номер в реестре турагентов,0%,нет,8%,-1,
8781,www delfin tour ru,0%,нет,9%,-1,
8782,джаз тур,40%,да,24%,-1,
8783,интурист туроператор официальный сайт поиск,0%,нет,22%,-1,
8784,onetouchtravel,0%,нет,13%,-1,
8785,архив курса пегас,0%,нет,20%,-1,
8786,tt travel,40%,да,46%,0,
8787,юнэкс это,20%,да,30%,-1,
8788,турция booking,0%,нет,34%,-1,
8789,сколько стоит полет в турцию,0%,нет,86%,1,
8790,титаник бодрум турция цены,0%,нет,33%,-1,
8791,купить тур в марко поло турция кемер,0%,нет,60%,0,
8792,turkey antalya,0%,нет,0%,-1,
8793,турция бодрум путевки,0%,нет,93%,1,
8794,туры в бодрум из москвы от всех туроператоров все включено,10%,нет,77%,1,
8795,стоимость отдыха в турции,0%,нет,100%,1,
8796,сколько стоит тур в турцию на 2 взрослых на 10 дней,10%,да,90%,1,
8797,сколько стоит путевка в турцию на 1 человека,0%,нет,98%,1,
8798,отдохнуть в турции все включено недорого,10%,да,84%,1,
8799,отдых в турции все включено с перелетом,0%,нет,94%,1,
8800,туры из беларуси в турцию,0%,нет,89%,1,
8801,ташкент турция,0%,нет,89%,1,
8802,лучшие отели турции 5 звезд ультра все включено,0%,нет,37%,0,
8803,погода в турции конаклы,0%,нет,0%,-1,
8804,купить тур в мармарис,0%,нет,90%,1,
8805,пегас туристик экскурсии в турции,0%,нет,7%,-1,
8806,инжекум турция аланья,0%,нет,13%,-1,
8807,стамбул цены,20%,да,68%,1,
8808,титреенгель,0%,нет,8%,-1,
8809,горящие туры в венесуэлу из москвы,0%,нет,100%,1,
8810,отдых в нячанге,0%,нет,18%,-1,
8811,островок трансфер,0%,нет,16%,-1,
8812,турист ру,0%,нет,20%,-1,
8813,выбор тура,10%,да,46%,0,
8814,турагентство мечта,40%,да,30%,-1,
8815,л тур,50%,да,38%,0,
8816,тезтур by поиск туров официальный сайт,10%,да,41%,0,
8817,турагенство,50%,да,51%,0,
8818,электричка павшино снегири,10%,да,0%,-1,
8819,wow 426,0%,нет,0%,-1,
8820,гагра тур абхазия официальный сайт,10%,да,22%,-1,
8821,гудаута отдых,0%,нет,44%,0,
8822,май абхазия,0%,нет,9%,-1,
8823,туры в пицунду,10%,да,61%,0,
8824,туры в аргентину 2023,30%,да,83%,1,
8825,билеты аргентина москва,100%,нет,71%,1,
8826,гостиницы в ереване цены в рублях,0%,нет,82%,1,
8827,отдых все включено на море,30%,да,55%,0,
8828,экскурсии в беларусь,0%,нет,33%,-1,
8829,анекс тур раннее бронирование,60%,да,70%,1,
8830,болгария туризм,0%,нет,17%,-1,
8831,албена болгария,0%,нет,20%,-1,
8832,болгария горнолыжные курорты,0%,нет,43%,0,
8833,болгария стара загора,0%,нет,7%,-1,
8834,отдых в гонконге,0%,нет,48%,0,
8835,китай отдых на море хайнань,30%,да,24%,-1,
8836,что лучше варадеро или кайо коко,0%,нет,2%,-1,
8837,иран отзывы,0%,нет,0%,-1,
8838,круиз жемчужина кавказа на поезде,90%,да,37%,0,
8839,остров маргарита венесуэла что посмотреть,100%,нет,0%,-1,
8840,купить билет на кубу из москвы,80%,нет,95%,1,
8841,путевка в египет из минска,100%,нет,92%,1,
8842,отели хургада 4 звезды,0%,нет,39%,0,
8843,перелет из москвы в хургаду,100%,нет,99%,1,
8844,эквадор москва,80%,нет,93%,1,
8845,туры в париж из москвы 2023,50%,нет,59%,0,
8846,путевка в париж на 7 дней цена на двоих,0%,нет,90%,1,
8847,экскурсионные туры в грузию,0%,нет,40%,0,
8848,туры на крит,80%,да,98%,1,
8849,точек нет турист,0%,нет,2%,-1,
8850,путевки туту,0%,нет,29%,-1,
8851,отдых ру,50%,да,32%,-1,
8852,куда полететь из москвы,100%,нет,38%,0,
8853,оператор анекс,40%,да,43%,0,
8854,путевки библио глобус,30%,да,52%,0,
8855,туроператор библио глобус сайт,0%,нет,19%,-1,
8856,корал москва,50%,нет,28%,-1,
8857,корал тревел оранжевый,0%,нет,42%,0,
8858,корал тревал поиск тура,10%,да,31%,-1,
8859,купить тур пегас туристик,50%,да,52%,0,
8860,официальный сайт пегас туристик поиск,40%,да,59%,0,
8861,санмар поиск тура из москвы,20%,нет,58%,0,
8862,тез тур официальный подбор тура,10%,да,43%,0,
8863,tez тур поиск тура,30%,да,45%,0,
8864,экскурсии тез тур,30%,да,53%,0,
8865,путевки в индию цены,0%,нет,88%,1,
8866,табанан,0%,нет,0%,-1,
8867,куба описание,10%,да,0%,-1,
8868,варадеро температура,0%,нет,0%,-1,
8869,пхукет когда лучше ехать отдыхать,0%,нет,9%,-1,
8870,государство тунис,0%,нет,0%,-1,
8871,белек какое море омывает,0%,нет,8%,-1,
8872,время в фетхие,0%,нет,0%,-1,
8873,районы кемера,0%,нет,2%,-1,
8874,в какой стране город стамбул,0%,нет,0%,-1,
8875,вьетнам как добраться,40%,да,26%,-1,
8876,кувейт отдых,20%,да,34%,-1,
8877,мадагаскар туры цены 2023,0%,нет,74%,1,
8878,тур на мадагаскар из москвы,70%,нет,73%,1,
8879,маврикий туры цены 2023 из москвы,80%,нет,97%,1,
8880,купить тур на маврикий,70%,да,98%,1,
8881,туры в монголию из москвы,0%,нет,86%,1,
8882,туры дешево из москвы,100%,нет,68%,1,
8883,экскурсионные туры на новый год,20%,да,88%,1,
8884,путешествие в норвегию,0%,нет,9%,-1,
8885,отдых оаэ цены,80%,да,96%,1,
8886,дубай номер,0%,нет,72%,1,
8887,горячие туры в дубай из москвы,10%,нет,93%,1,
8888,куда полететь с ребенком в феврале,0%,нет,10%,-1,
8889,боракай филиппины туры цены,0%,нет,90%,1,
8890,купить тур на филиппины,70%,да,69%,1,
8891,французская полинезия туры,0%,нет,74%,1,
8892,туры на бора бора из москвы,80%,нет,85%,1,
8893,португалия туризм,0%,нет,9%,-1,
8894,город mira resort spa miracleon,0%,нет,25%,-1,
8895,санаторий в башкирии янгантау цены,0%,нет,91%,1,
8896,дагестан золотые пески,70%,нет,43%,0,
8897,iq hotel,0%,нет,26%,-1,
8898,нахимовский проспект гостиница,100%,да,51%,0,
8899,отель подушкин москва цены,80%,нет,59%,0,
8900,эдельвейс приэльбрусье,0%,нет,20%,-1,
8901,1880 отель,0%,нет,22%,-1,
8902,поездка на алтай туры,100%,нет,96%,1,
8903,туры в дагестан из москвы с отдыхом на море,100%,нет,66%,1,
8904,отдых в дагестане в октябре,90%,нет,28%,-1,
8905,туры в дагестан из москвы 2023 с перелетом,90%,нет,59%,0,
8906,адлер сочи отдых,20%,нет,72%,1,
8907,горящие туры в анапу,100%,нет,95%,1,
8908,сколько стоит билет на черное море,0%,нет,60%,0,
8909,отдых на красной поляне цены,0%,нет,86%,1,
8910,казан тур,20%,да,30%,-1,
8911,хабаровск тур,50%,нет,42%,0,
8912,сколько стоит путевка в анапу,100%,нет,97%,1,
8913,купить путевку в анапу все включено,100%,нет,84%,1,
8914,лазаревское отдых все включено,0%,нет,52%,0,
8915,отдых в сочи все включено цены,100%,нет,94%,1,
8916,купить путевку в крым,100%,нет,61%,0,
8917,туры на новый год в карелию из москвы,100%,нет,95%,1,
8918,где отдохнуть с детьми недорого,20%,да,48%,0,
8919,отдых с детьми недорого в россии,0%,нет,45%,0,
8920,отдых все включено московская область,20%,нет,50%,0,
8921,анекс пушкин,0%,нет,30%,-1,
8922,тур пушкинские горы,60%,да,93%,1,
8923,ростов тур,50%,нет,21%,-1,
8924,куда поехать на рождество в подмосковье,30%,да,23%,-1,
8925,русь тур вологда автобусные туры,100%,нет,63%,0,
8926,путевки в санкт петербург на 5 дней,90%,нет,91%,1,
8927,поездка в санкт петербург на 3 дня цена,30%,нет,80%,1,
8928,селигер отдых 2023 цены,0%,нет,76%,1,
8929,экскурсии в тулу из москвы на 2 дня,90%,нет,67%,1,
8930,санаторий эльтон волгоградская область цены,0%,нет,88%,1,
8931,туры в белград,0%,нет,50%,0,
8932,подарочный сертификат на тур,30%,да,61%,0,
8933,сейшелы отдых цены с перелетом,80%,да,99%,1,
8934,сейшелы в январе,40%,да,0%,-1,
8935,аэропорт шереметьево телефон справочной,10%,да,17%,-1,
8936,ибица курорт,0%,нет,0%,-1,
8937,аругам бей,0%,нет,14%,-1,
8938,берувелла,0%,нет,4%,-1,
8939,шри ланка отдых цены с перелетом,80%,да,88%,1,
8940,туры в тайланд в ноябре 2023,0%,нет,77%,1,
8941,отель пхукет 5 звезд,10%,да,36%,0,
8942,отдых в тайланде с детьми,0%,нет,36%,0,
8943,palumbo waves,0%,нет,31%,-1,
8944,москва тайвань,100%,нет,95%,1,
8945,шепелева татьяна,0%,нет,0%,-1,
8946,goodtimetravel ru,0%,нет,3%,-1,
8947,гранд экспресс сайт,0%,нет,22%,-1,
8948,group travel,10%,да,7%,-1,
8949,турфирма орфей,80%,да,31%,-1,
8950,орфей туроператор официальный,60%,да,29%,-1,
8951,пантеон сайт,0%,нет,1%,-1,
8952,тез тур турагентство,30%,да,68%,1,
8953,ванд туроператор официальный,30%,да,15%,-1,
8954,стар тур туроператор,30%,да,23%,-1,
8955,перелет из москвы в тунис,80%,нет,88%,1,
8956,the lumos,0%,нет,12%,-1,
8957,cesar temple deluxe hotel,0%,нет,9%,-1,
8958,отель локеаника в турции,0%,нет,21%,-1,
8959,цезарь сиде турция цены,0%,нет,42%,0,
8960,belek турция,20%,да,33%,-1,
8961,турция эвренсеки,0%,нет,30%,-1,
8962,отели аланья турция 5 звезд,0%,нет,46%,0,
8963,отель алания турция 5 звезд,40%,нет,44%,0,
8964,турция 4,50%,да,68%,1,
8965,горящие туры в турцию 5 звезд все включено,0%,нет,93%,1,
8966,турция отель 5 звезд все включено цены,40%,да,78%,1,
8967,отели в турции кемер 5 звезд все включено,0%,нет,43%,0,
8968,туры в турцию из москвы 2023 пегас туристик,10%,нет,67%,1,
8969,путевка в турцию все включено на 4,10%,да,86%,1,
8970,коньяалты анталия отели,0%,нет,65%,0,
8971,купить тур в турцию из москвы с авиаперелетом недорого,10%,нет,93%,1,
8972,кайсери горнолыжный курорт,0%,нет,4%,-1,
8973,туры трипадвизор,0%,нет,9%,-1,
8974,поездка в корею в 2023,0%,нет,16%,-1,
8975,сколько стоит поехать в корею,0%,нет,38%,0,
8976,поездка скачать торрент 2021,0%,нет,0%,-1,
8977,туры тревел,60%,да,98%,1,
8978,абхазия отель гарден резорт,0%,нет,18%,-1,
8979,отели абхазия все включено с бассейном у моря,0%,нет,60%,0,
8980,купить путевку в абхазию все включено,0%,нет,77%,1,
8981,москва карловы вары,100%,нет,93%,1,
8982,купить путевку в китай все включено,0%,нет,90%,1,
8983,путевки в китай на остров хайнань цены,70%,нет,90%,1,
8984,куба купить путевку,80%,да,100%,1,
8985,лимассол москва,100%,нет,61%,0,
8986,лонг бич хургада 4,0%,нет,0%,-1,
8987,шарль май шейх,0%,нет,0%,-1,
8988,москва эстония,90%,нет,61%,0,
8989,отдых крит,20%,да,42%,0,
8990,крит ханья,0%,нет,0%,-1,
8991,горящие туры рязань,90%,нет,68%,1,
8992,корал тревел телефон,40%,да,42%,0,
8993,сколько стоит поездка на море,0%,нет,51%,0,
8994,туры 2023 из москвы с авиаперелетом,100%,нет,93%,1,
8995,горящие туры курган,90%,нет,67%,1,
8996,музенидис,20%,да,14%,-1,
8997,туроператор туи сайт,0%,нет,31%,-1,
8998,туроператор туи официальный сайт поиск,0%,нет,38%,0,
8999,купить тур на гоа из москвы,90%,нет,98%,1,
9000,бвли,0%,нет,0%,-1,
9001,отели на бали 5 звезд,0%,нет,33%,-1,
9002,бали легиан,0%,нет,0%,-1,
9003,что посмотреть в абхазии в новом афоне самостоятельно,0%,нет,15%,-1,
9004,курорты кубы на карибском море,0%,нет,19%,-1,
9005,варадеро океан,10%,да,0%,-1,
9006,все о мальдивах,60%,да,9%,-1,
9007,турция кемер фото города,0%,нет,0%,-1,
9008,отдых на мертвом море,0%,нет,43%,0,
9009,путевки в рим,20%,да,86%,1,
9010,казахстан экскурсии,20%,да,48%,0,
9011,отели в боровом,0%,нет,62%,0,
9012,vakkaru maldives 5,0%,нет,30%,-1,
9013,joy maldives,0%,нет,0%,-1,
9014,туры на мальдивы из москвы с перелетом,90%,нет,98%,1,
9015,мальдивы в мае,10%,да,20%,-1,
9016,маврикий перелет,0%,нет,44%,0,
9017,мексика ривьера майя,0%,нет,8%,-1,
9018,новый год в мексике,0%,нет,0%,-1,
9019,москва монако,80%,нет,63%,0,
9020,эмираты отдых цены с перелетом,60%,да,99%,1,
9021,абу даби цены,0%,нет,38%,0,
9022,цены в дубай,0%,нет,71%,1,
9023,хочу в дубай,0%,нет,17%,-1,
9024,горящие туры в дубай из минска,100%,нет,100%,1,
9025,отдых в оаэ в октябре 2023,0%,нет,56%,0,
9026,art travel,30%,да,28%,-1,
9027,отдых в перу,0%,нет,31%,-1,
9028,турагентства муром,90%,нет,50%,0,
9029,обнинск турагентства,90%,нет,52%,0,
9030,гостиница авеню,100%,да,50%,0,
9031,алеан бархатные сезоны,0%,нет,46%,0,
9032,екатерининские кварталы,0%,нет,40%,0,
9033,белая деревня анапа,90%,нет,43%,0,
9034,курорт горячинск бурятия цены,100%,нет,100%,1,
9035,кравт казань,70%,нет,37%,0,
9036,танго в поляне красная поляна,0%,нет,27%,-1,
9037,омега плюс лазаревское официальный сайт,0%,нет,30%,-1,
9038,отель арфа на рязанском проспекте,100%,да,57%,0,
9039,марриотт империя плаза москва,80%,нет,49%,0,
9040,ruza forest отель,30%,да,59%,0,
9041,ozon village,10%,да,40%,0,
9042,друзья на садовой отель,0%,нет,8%,-1,
9043,экскурсия на байкал цена,80%,да,61%,0,
9044,отели все включено в россии на море,0%,нет,36%,0,
9045,сочи лето,90%,нет,59%,0,
9046,дагестан туры 2023 цена из москвы,100%,нет,89%,1,
9047,туры по росси,50%,да,77%,1,
9048,отели в россии все включено на море,0%,нет,40%,0,
9049,туры в геленджик с перелетом из москвы,100%,нет,69%,1,
9050,геленджик ультра все включено отели,100%,нет,68%,1,
9051,эльбрус отдых цены,0%,нет,65%,0,
9052,туры в светлогорск из москвы,10%,нет,93%,1,
9053,отели витязево 2023 все включено,10%,да,53%,0,
9054,отели в ейске на берегу моря с бассейном все включено,90%,нет,65%,0,
9055,сочи отель 5,100%,нет,78%,1,
9056,отдых в крыму все включено недорого,100%,нет,85%,1,
9057,отели в крыму 5 звезд все включено,100%,нет,58%,0,
9058,тур в махачкалу из москвы,90%,нет,69%,1,
9059,лазаревское отдых с детьми,0%,нет,47%,0,
9060,санаторий с лечением в подмосковье все включено,30%,да,91%,1,
9061,русь туроператор автобусные,30%,да,21%,-1,
9062,путевка в питер на 7 дней цена,100%,нет,90%,1,
9063,туры в северную осетию из москвы,20%,нет,46%,0,
9064,домбай весной,0%,нет,17%,-1,
9065,куда поехать в свадебное путешествие в россии,10%,да,0%,-1,
9066,ялта интурист купить путевку,0%,нет,46%,0,
9067,отель княгини ухтомской ярославль,100%,нет,56%,0,
9068,справочная аэропорта шереметьево телефон,10%,да,16%,-1,
9069,туры фортуна,10%,да,46%,0,
9070,шри ланка слетать ру,0%,нет,53%,0,
9071,шри ланка стоимость,10%,да,100%,1,
9072,индурува,0%,нет,7%,-1,
9073,отдых на шри ланке в апреле,0%,нет,29%,-1,
9074,васкадува,0%,нет,10%,-1,
9075,туры в швейцарию из москвы,0%,нет,46%,0,
9076,тайланд туры цены 2022 на двоих все включено,80%,да,100%,1,
9077,туры краби,90%,да,68%,1,
9078,билеты москва самуи,100%,нет,70%,1,
9079,паже,0%,нет,11%,-1,
9080,турфирма рейтинг,40%,да,14%,-1,
9081,список туроператоров россии,0%,нет,18%,-1,
9082,арт тур туроператор официальный,30%,да,14%,-1,
9083,библио глобус офисы,0%,нет,6%,-1,
9084,pack group,0%,нет,15%,-1,
9085,gfr,20%,да,14%,-1,
9086,пегас тур официальный,30%,да,43%,0,
9087,туроператор тройка официальный сайт,30%,да,35%,0,
9088,веди туроператор официальный сайт,20%,да,0%,-1,
9089,djerba,0%,нет,5%,-1,
9090,lisafem,0%,нет,0%,-1,
9091,цезарь турция,0%,нет,15%,-1,
9092,отель адалия элит,0%,нет,27%,-1,
9093,турция бодрум отели все включено,0%,нет,35%,0,
9094,отдых в турции осенью 2023,0%,нет,34%,-1,
9095,анталия турция отели 5 звезды 1 линия все включено цены,0%,нет,52%,0,
9096,турция бодрум цены,0%,нет,94%,1,
9097,отдых на море турция,50%,да,48%,0,
9098,сколько стоит поехать в турцию,0%,нет,73%,1,
9099,путевки в турцию из минска,90%,нет,97%,1,
9100,турция 5 звезд все включено,30%,да,59%,0,
9101,турция кемер отели 5,0%,нет,34%,-1,
9102,экскурсии манавгат,0%,нет,62%,0,
9103,пегас турция экскурсии,10%,да,0%,-1,
9104,сиде турция отели все включено,0%,нет,38%,0,
9105,отели в сиде турция 4 звезды,0%,нет,55%,0,
9106,кемер турция купить тур,0%,нет,91%,1,
9107,кемер турция отели все включено,0%,нет,72%,1,
9108,погода турция мармарис на 14,0%,нет,0%,-1,
9109,хорошие 4 в турции для отдыха с детьми,0%,нет,21%,-1,
9110,путевка гавайи,70%,да,66%,1,
9111,путешествие в южную корею,0%,нет,17%,-1,
9112,билет в южную корею из москвы цена,90%,нет,99%,1,
9113,100 тур,50%,да,39%,0,
9114,циан купить квартиру красногорск вторичка 1 комнатную,90%,нет,100%,1,
9115,слова из букв турка,0%,нет,0%,-1,
9116,турпоиск официальный,0%,нет,39%,0,
9117,переводчик тур русский,0%,нет,0%,-1,
9118,лихоборы поваровка,30%,да,29%,-1,
9119,гагра хочу на юга,0%,нет,51%,0,
9120,афон абхазия отдых,0%,нет,71%,1,
9121,санатории пицунды с лечением цены на 2023,0%,нет,93%,1,
9122,албания отдых на море цены,40%,да,74%,1,
9123,путешествие по странам,0%,нет,8%,-1,
9124,цахкадзор горнолыжный курорт цены,10%,да,33%,-1,
9125,австрия москва,100%,нет,95%,1,
9126,санаторий волшебный нафталан,0%,нет,32%,-1,
9127,экскурсии в азербайджане,0%,нет,54%,0,
9128,отель на берегу моря,0%,нет,69%,1,
9129,отдых море пляж,0%,нет,5%,-1,
9130,отдых на море забронировать,0%,нет,61%,0,
9131,отели белоруссии с бассейном все включено,10%,да,48%,0,
9132,ambotis holidays туроператор,20%,да,13%,-1,
9133,билет в китай на самолет цена,50%,да,98%,1,
9134,перелет в китай из москвы цена,80%,нет,99%,1,
9135,турагентство егорьевск,90%,нет,61%,0,
9136,химки турагентство,100%,нет,73%,1,
9137,марокко государственное устройство,0%,нет,0%,-1,
9138,туры в кредит,0%,нет,81%,1,
9139,москва куба купить билет,80%,нет,97%,1,
9140,туры на кубу варадеро,80%,да,96%,1,
9141,писсури кипр,0%,нет,6%,-1,
9142,гипет,0%,нет,9%,-1,
9143,domina coral bay sharm,10%,да,21%,-1,
9144,лабранда хургада,10%,да,15%,-1,
9145,туры в александрию египет,0%,нет,80%,1,
9146,сколько стоит отдохнуть в египте,0%,нет,79%,1,
9147,туры из беларуси в египет,0%,нет,69%,1,
9148,египет в июне,10%,да,16%,-1,
9149,египет туры из москвы в шарм горящие,20%,нет,85%,1,
9150,тез тур подбор тура в египет,0%,нет,98%,1,
9151,египет хургада туры цены 2023,0%,нет,92%,1,
9152,поездка в германию,0%,нет,15%,-1,
9153,отдых за рубежом,40%,да,38%,0,
9154,пакетные туры,70%,да,62%,0,
9155,сайт горящих туров по всем туроператорам,90%,да,100%,1,
9156,туры недорого,90%,да,68%,1,
9157,купить тур на море,70%,да,61%,0,
9158,где купить горящие туры дешево,70%,да,52%,0,
9159,рекламные туры библио глобус,20%,да,44%,0,
9160,coral официальный сайт,0%,нет,7%,-1,
9161,инклюзив тур,0%,нет,2%,-1,
9162,fun sun туры,50%,да,93%,1,
9163,путевки в индонезию,0%,нет,89%,1,
9164,сколько стоит тур на бали,60%,да,90%,1,
9165,бали туры цены 2023 на двоих из москвы,70%,нет,96%,1,
9166,гудаута рынок,0%,нет,10%,-1,
9167,новый афон город,0%,нет,0%,-1,
9168,что посетить в пицунде,0%,нет,0%,-1,
9169,куба какой океан и море омывает,0%,нет,0%,-1,
9170,мале это какая страна,0%,нет,0%,-1,
9171,аоэ это,0%,нет,0%,-1,
9172,самуи сезон для отдыха,0%,нет,0%,-1,
9173,климат паттайя,0%,нет,0%,-1,
9174,автовокзал фетхие,0%,нет,14%,-1,
9175,аутлет кемер,0%,нет,28%,-1,
9176,ближайший аэропорт сиде,0%,нет,16%,-1,
9177,сиде курорты турции,10%,да,20%,-1,
9178,вьетнам куда поехать,0%,нет,8%,-1,
9179,балонья,0%,нет,1%,-1,
9180,москва милан туры,90%,нет,68%,1,
9181,отдых сицилия,0%,нет,43%,0,
9182,отдых бишкек,0%,нет,26%,-1,
9183,курорты иссык куль,0%,нет,35%,0,
9184,туры в эмираты 2023,0%,нет,97%,1,
9185,дубай все включено цены,40%,да,75%,1,
9186,фуджейра отдых в ноябре,0%,нет,43%,0,
9187,туры в аджман из москвы,20%,нет,91%,1,
9188,дубай туризм,0%,нет,3%,-1,
9189,дубай путевки все включено,70%,да,88%,1,
9190,в дубай в августе,0%,нет,16%,-1,
9191,горящие путевки в оаэ из москвы,10%,нет,100%,1,
9192,оаэ февраль,0%,нет,41%,0,
9193,путевка на филиппины цена,70%,да,97%,1,
9194,туристические агентства во владимире,90%,нет,59%,0,
9195,ямайка турагентство ангарск,50%,нет,28%,-1,
9196,турбюро армавир,50%,нет,24%,-1,
9197,отзывы о туроператорах,10%,да,15%,-1,
9198,курортный отдых,0%,нет,28%,-1,
9199,анапа скайбридж,100%,нет,44%,0,
9200,ист гейт отель,10%,да,34%,-1,
9201,янтарная корона апартаменты янтарный,0%,нет,47%,0,
9202,shelter тульская,0%,нет,39%,0,
9203,можайский дом отдыха,40%,да,65%,0,
9204,санаторий изовела,0%,нет,27%,-1,
9205,отель на ферме переславль залесский,80%,нет,36%,0,
9206,бугарь отель,0%,нет,37%,0,
9207,отель прибой судак,0%,нет,39%,0,
9208,судак отель владислав,0%,нет,45%,0,
9209,усадьба долгорукий,0%,нет,34%,-1,
9210,адыгея все включено,100%,нет,70%,1,
9211,туры на алтай из москвы с авиаперелетом,100%,нет,95%,1,
9212,туры в астрахань из москвы,100%,нет,88%,1,
9213,отдых на байкале летом 2023 цены базы,0%,нет,33%,-1,
9214,домбай путевки цены,0%,нет,71%,1,
9215,сколько стоит поездка в дагестан,100%,нет,47%,0,
9216,куда поехать в россии на 3 дня,0%,нет,20%,-1,
9217,туры по россии на 3 дня,80%,да,78%,1,
9218,автобусный тур в карелию,100%,нет,98%,1,
9219,экскурсии в кострому из москвы,100%,нет,81%,1,
9220,путевки на алтай цены,100%,нет,92%,1,
9221,отдых в чечне 2023,0%,нет,19%,-1,
9222,путевки в калининград из москвы,100%,нет,99%,1,
9223,купить путевку в геленджик,100%,нет,94%,1,
9224,роза хутор библио глобус,0%,нет,39%,0,
9225,горящий тур в сочи с авиаперелетом,100%,нет,100%,1,
9226,купить путевку в санаторий железноводска,80%,нет,97%,1,
9227,тур в карелию на 2 дня из москвы,80%,нет,92%,1,
9228,отдых в карелии в октябре,100%,нет,46%,0,
9229,экскурсии в казань из москвы на 3 дня недорого,100%,нет,95%,1,
9230,санаторий все включено сочи,100%,нет,85%,1,
9231,в крым,80%,нет,36%,0,
9232,путевки в крым все включено,100%,нет,91%,1,
9233,поездка в москву на 3 дня,30%,нет,37%,0,
9234,отдых в подмосковье с детьми недорого,10%,да,33%,-1,
9235,отдых за городом с детьми,10%,да,20%,-1,
9236,отели подмосковья все включено с детьми,20%,да,36%,0,
9237,санкт петербург яндекс путешествия,90%,нет,22%,-1,
9238,поездка в санкт петербург на 3 дня из москвы цены,50%,нет,89%,1,
9239,москва санкт петербург тур на 3 дня,100%,нет,94%,1,
9240,красная поляна отдых зимой,10%,да,20%,-1,
9241,путешествие на выходные,80%,да,66%,1,
9242,туры выходного дня 2023,100%,да,63%,0,
9243,туры в вологду из москвы,100%,нет,91%,1,
9244,тур в ярославль на 2 дня из москвы,50%,нет,89%,1,
9245,чеснава база отдыха,0%,нет,19%,-1,
9246,туры на лайнере из сочи в турцию,100%,нет,82%,1,
9247,отдых в сербии 2023,0%,нет,29%,-1,
9248,билеты на самолет москва сербия,100%,нет,96%,1,
9249,сингапур туризм,10%,да,8%,-1,
9250,билеты испания,0%,нет,93%,1,
9251,отдых на шри ланке в октябре,20%,да,23%,-1,
9252,рейсы тайланд москва,100%,нет,97%,1,
9253,туры в таиланд на новый год,0%,нет,66%,1,
9254,год тайланд,0%,нет,0%,-1,
9255,москва тибет,50%,нет,49%,0,
9256,лучшие туроператоры в спб,100%,нет,42%,0,
9257,библио глобус телефон горячей линии,60%,да,17%,-1,
9258,грандтурвояж,50%,да,35%,0,
9259,интерсити тур,40%,да,19%,-1,
9260,курс евро в пегас туристик,30%,да,37%,0,
9261,тройка тревел,20%,да,22%,-1,
9262,тунис отдых цены все включено,80%,да,90%,1,
9263,сайт турция,0%,нет,9%,-1,
9264,из россии в турцию,0%,нет,54%,0,
9265,relax beach hotel 4 алания,30%,нет,34%,-1,
9266,crystal club world of colours resort 5,0%,нет,20%,-1,
9267,авторский тур в стамбул,10%,да,22%,-1,
9268,стоимость билета в турцию,60%,да,95%,1,
9269,купить горящие путевки в турцию,10%,да,93%,1,
9270,горящие туры анталия,100%,да,100%,1,
9271,тур путевки турция,80%,да,98%,1,
9272,чартеры из минска в турцию,90%,нет,44%,0,
9273,отели турции 5 звезды 1 линия все включено песчаный пляж,10%,да,61%,0,
9274,туры в каш турция,0%,нет,87%,1,
9275,отели 5 в кемере,0%,нет,46%,0,
9276,отели в центре кемера,0%,нет,57%,0,
9277,kusadasi турция,0%,нет,23%,-1,
9278,туры кушадасы,90%,да,99%,1,
9279,отели манавгат турция 5 звезд,0%,нет,47%,0,
9280,путевки в стамбул из москвы,10%,нет,91%,1,
9281,стамбул турция путевки цены,0%,нет,89%,1,
9282,тур в стамбул на 5 дней из москвы,0%,нет,77%,1,
9283,тур в стамбул на 3 дня из москвы с авиаперелетом,10%,нет,93%,1,
9284,турклер турция,0%,нет,13%,-1,
