#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
7501,панда меню,0%,нет,83%,1,
7502,роял ресторан,70%,да,44%,0,
7503,surf cafe,50%,да,15%,-1,
7504,ташир пицца меню,60%,да,65%,0,
7505,теремок заказать,50%,да,76%,1,
7506,траттория пицца,40%,да,52%,0,
7507,якитория меню и цены,60%,да,73%,1,
7508,чили пицца новороссийск,90%,нет,44%,0,
7509,хэппи суши пенза,80%,нет,56%,0,
7510,царица роллов,0%,нет,28%,-1,
7511,шато ресторан подольск,80%,нет,45%,0,
7512,то самое тесто самара,80%,нет,29%,-1,
7513,ида галич роллы,80%,нет,19%,-1,
7514,зацепи кофе,10%,да,19%,-1,
7515,сильногазированный напиток,10%,да,79%,1,
7516,брикет мороженое пломбир,40%,да,99%,1,
7517,купить яйца цесарки,50%,да,100%,1,
7518,пицца перекресток,30%,да,59%,0,
7519,ростов на дону шаурма,90%,нет,49%,0,
7520,ресторан баста ростов,50%,нет,29%,-1,
7521,заказать пиццу и суши,80%,да,99%,1,
7522,доставка мама рома спб,60%,нет,56%,0,
7523,багет омлет томск,80%,нет,55%,0,
7524,баку ресторан тверь,100%,нет,30%,-1,
7525,рататуй кафе,50%,да,52%,0,
7526,сациви ставрополь ресторан,60%,нет,37%,0,
7527,комбо калуга доставка,90%,нет,83%,1,
7528,ресторан восточный базар калуга,90%,нет,36%,0,
7529,казань kfc,80%,нет,52%,0,
7530,винсент краснодар кафе,80%,нет,31%,-1,
7531,дапино,0%,нет,11%,-1,
7532,gagawa меню,50%,да,60%,0,
7533,гандзак ресторан,60%,да,36%,0,
7534,ресторан хлеб и вино,80%,да,37%,0,
7535,яндекс еда пермь,70%,нет,48%,0,
7536,пицца доминос ивантеевка,70%,нет,67%,1,
7537,duo asia ресторан спб,70%,нет,36%,0,
7538,рыбный день новосибирск каталог товаров,90%,нет,78%,1,
7539,анапа шаурма палас,90%,нет,46%,0,
7540,клюква сушеная купить,60%,да,99%,1,
7541,наша птичка,0%,нет,30%,-1,
7542,восточная сказка саратов,60%,нет,52%,0,
7543,замороженная пицца цена,30%,да,89%,1,
7544,cuba pizza,10%,да,34%,-1,
7545,желейные конфеты купить,40%,да,99%,1,
7546,готовые блины купить,80%,да,99%,1,
7547,рулет куриный купить,0%,нет,89%,1,
7548,анчоусы купить в москве,0%,нет,92%,1,
7549,тюмень пицца мия,80%,нет,45%,0,
7550,смакон волгоград заказать суши,90%,нет,50%,0,
7551,заказать пиццу в ярославле с доставкой,40%,нет,72%,1,
7552,суши пицца вок домодедово,60%,нет,46%,0,
7553,пицца хаус казань,90%,нет,49%,0,
7554,суши вок королев,10%,да,34%,-1,
7555,питас,0%,нет,27%,-1,
7556,блинная михайловск,90%,нет,38%,0,
7557,купить чебуреки,50%,да,86%,1,
7558,33 пингвина купить мороженое,30%,да,93%,1,
7559,география ресторан москва,60%,нет,30%,-1,
7560,хесбургер,0%,нет,8%,-1,
7561,кузина кондитерская официальный сайт,30%,да,22%,-1,
7562,lumicino,0%,нет,12%,-1,
7563,мару меню,0%,нет,54%,0,
7564,суши шоп доставка,50%,да,69%,1,
7565,тануки доставка москва,80%,нет,61%,0,
7566,ями ями москва,50%,нет,31%,-1,
7567,пицца принц,0%,нет,41%,0,
7568,оливка доставка новосибирск,100%,нет,70%,1,
7569,омск шаурма,80%,нет,45%,0,
7570,пицца в орле с доставкой,0%,нет,85%,1,
7571,ай да пирог орел меню и цены,0%,нет,70%,1,
7572,берлогово,0%,нет,14%,-1,
7573,патрик мари,0%,нет,35%,0,
7574,пицца ташир москва,90%,нет,45%,0,
7575,хлебница пекарня москва,60%,нет,36%,0,
7576,купить продукты с доставкой,50%,да,99%,1,
7577,сколько стоит киндер,0%,нет,92%,1,
7578,магнит косметик сухой шампунь,0%,нет,40%,0,
7579,папа джонс ростов на дону,100%,нет,44%,0,
7580,донаты купить,50%,да,98%,1,
7581,готовая еда с доставкой на дом москва,70%,нет,79%,1,
7582,магазин тортов,80%,да,68%,1,
7583,ролл треугольный,0%,нет,0%,-1,
7584,купить пепперони,30%,да,92%,1,
7585,чипсы заказать,0%,нет,99%,1,
7586,crispy pizza санкт петербург,60%,нет,36%,0,
7587,в питере шаверма,80%,нет,8%,-1,
7588,кафе князь,60%,да,65%,0,
7589,кстати вкусно волгоград,100%,нет,55%,0,
7590,меритаж волгоград кафе,70%,нет,37%,0,
7591,адлер суши с доставкой,0%,нет,99%,1,
7592,прокопьевск суши мастер,90%,нет,46%,0,
7593,доставка рубцовск еды,60%,нет,62%,0,
7594,доставка гагарин вологда,80%,нет,75%,1,
7595,бидон белгород,80%,нет,45%,0,
7596,челябинск доставка,100%,нет,75%,1,
7597,шаверма хаус челябинск,70%,нет,47%,0,
7598,охотничий рай ижевск,80%,нет,43%,0,
7599,заказать роллы город,90%,да,75%,1,
7600,ресторан андерсон,60%,да,38%,0,
7601,ресторан джорджия,0%,нет,32%,-1,
7602,гранд ресторан,70%,да,46%,0,
7603,доставка много лосося москва,70%,нет,54%,0,
7604,мороженое алкогольное купить,40%,да,71%,1,
7605,zames,0%,нет,26%,-1,
7606,леди мармелад новороссийск,70%,нет,37%,0,
7607,карамель пермь кондитерская,90%,нет,47%,0,
7608,энигма магнитогорск,80%,нет,44%,0,
7609,меню изи паб,50%,да,47%,0,
7610,кубдари ресторан,60%,да,22%,-1,
7611,ресторан red box москва,70%,нет,37%,0,
7612,лимон сколько стоит,0%,нет,98%,1,
7613,сушеное манго цена,30%,да,98%,1,
7614,вкусвилл новороссийск,60%,нет,55%,0,
7615,самара шаурма,90%,нет,41%,0,
7616,сыр ассорти,40%,да,89%,1,
7617,ассорти рыбное,0%,нет,0%,-1,
7618,заказать роллы с доставкой в спб,90%,нет,100%,1,
7619,заказать роллы в спб с доставкой,90%,нет,100%,1,
7620,смородина ресторан,10%,да,30%,-1,
7621,суши с доставкой волгоград,80%,нет,81%,1,
7622,робин сдобин воронеж меню и цены,100%,нет,83%,1,
7623,доставка роллы ярославль,100%,нет,81%,1,
7624,кухня фэмили ставрополь,60%,нет,22%,-1,
7625,джорджия вологда,70%,нет,45%,0,
7626,доставка еды балашиха,100%,нет,78%,1,
7627,брянск шаурма,90%,нет,49%,0,
7628,ресторан басты в екатеринбурге,70%,нет,29%,-1,
7629,суши стар хабаровск,70%,нет,34%,-1,
7630,тесто песто иркутск,90%,нет,37%,0,
7631,суши селл иркутск,70%,нет,56%,0,
7632,яндекс доставка киров,70%,нет,52%,0,
7633,кафе чико москва,80%,нет,37%,0,
7634,кефси заказ с доставкой,60%,да,76%,1,
7635,kook кафе,50%,да,23%,-1,
7636,bar rose,0%,нет,20%,-1,
7637,тархун ресторан,30%,да,37%,0,
7638,меню кфс нижний новгород,50%,нет,92%,1,
7639,доски меню омск,90%,нет,64%,0,
7640,пряный барашек оренбург,90%,нет,28%,-1,
7641,пицца пенза заказать с доставкой,100%,нет,100%,1,
7642,самурай пенза роллы доставка,80%,нет,56%,0,
7643,суши япона матрена пермь,90%,нет,37%,0,
7644,калининград аниме кафе,100%,нет,44%,0,
7645,чина тюмень ресторан,80%,нет,46%,0,
7646,траттория хабаровск,80%,нет,38%,0,
7647,роллы ёбидаёби,40%,да,25%,-1,
7648,купить арбуз в москве,20%,нет,100%,1,
7649,сахарозаменители купить,30%,да,92%,1,
7650,тосе самара,100%,нет,38%,0,
7651,шоколадное масло купить,30%,да,89%,1,
7652,сколько стоит баранина,60%,да,100%,1,
7653,торидо,0%,нет,37%,0,
7654,купить мороженое movenpick,40%,да,88%,1,
7655,фруктовое мороженое купить,50%,да,99%,1,
7656,меню сицилия сочи,80%,нет,74%,1,
7657,бабл ти питер,50%,нет,15%,-1,
7658,джоли молли тула,80%,нет,37%,0,
7659,разжигатели уфа ресторан меню и цены,40%,нет,48%,0,
7660,цапля владивосток ресторан,80%,нет,37%,0,
7661,дело в мясе,0%,нет,27%,-1,
7662,апатиты доставка еды,0%,нет,53%,0,
7663,фуджи ишим,80%,нет,34%,-1,
7664,вкусно и точка каменск шахтинский,0%,нет,30%,-1,
7665,хинкальная химки,80%,нет,51%,0,
7666,пицца гриль майкоп,80%,нет,45%,0,
7667,одинцово суши вок,70%,нет,37%,0,
7668,раменское вкусно и точка,80%,нет,29%,-1,
7669,горский таганрог,100%,нет,30%,-1,
7670,гора вкуса,0%,нет,45%,0,
7671,юрга доставка еды,100%,нет,72%,1,
7672,хинкалофф железнодорожный,80%,нет,37%,0,
7673,пончики в москве купить,60%,нет,80%,1,
7674,биг тойс казань,80%,нет,44%,0,
7675,заказ выпечки,90%,да,99%,1,
7676,салат купить,0%,нет,100%,1,
7677,kfc рядом со мной,0%,нет,18%,-1,
7678,леон кафе,80%,да,51%,0,
7679,кафе лайк,70%,да,37%,0,
7680,матрешка кафе,30%,да,15%,-1,
7681,ресторан простые вещи,30%,да,19%,-1,
7682,pro sushi,70%,да,32%,-1,
7683,шахин шах,0%,нет,38%,0,
7684,симач в недальнем,0%,нет,21%,-1,
7685,zotman pizza доставка,40%,да,55%,0,
7686,радуга вкуса набережные,0%,нет,31%,-1,
7687,пицца такси,30%,да,27%,-1,
7688,на труда шаурма челябинск доставка,70%,нет,53%,0,
7689,форель свежая купить,60%,да,100%,1,
7690,фруктовое пюре купить,30%,да,100%,1,
7691,сибас купить в москве,20%,нет,100%,1,
7692,стоимость градусника,0%,нет,91%,1,
7693,сметана сколько стоит,0%,нет,99%,1,
7694,пельмени с креветками купить,0%,нет,93%,1,
7695,хамса купить,30%,да,99%,1,
7696,шоколад клубничный,0%,нет,78%,1,
7697,кореана лайт спб,50%,нет,23%,-1,
7698,frank by basta уфа,80%,нет,22%,-1,
7699,пират пицца раменское,50%,нет,53%,0,
7700,вкусно и точка брянск меню,30%,нет,90%,1,
7701,доставка раки,90%,да,99%,1,
7702,киото голицыно,80%,нет,53%,0,
7703,эй джованни калининград,80%,нет,29%,-1,
7704,ресторан марусовка в казани,70%,нет,37%,0,
7705,феникс пицца королев,0%,нет,52%,0,
7706,кофейня меню,50%,да,38%,0,
7707,мами ресторан,20%,да,30%,-1,
7708,мегабари грузинский ресторан,60%,да,29%,-1,
7709,на районе суши,70%,да,53%,0,
7710,дмитровка тру кост,0%,нет,80%,1,
7711,сахара шаурма,0%,нет,17%,-1,
7712,базар нижний новгород 7 небо,70%,нет,29%,-1,
7713,папа ролл,10%,да,43%,0,
7714,patriki ресторан,70%,да,44%,0,
7715,купить баранки,30%,да,99%,1,
7716,купить огурцы,40%,да,100%,1,
7717,магнит волгоград доставка,60%,нет,74%,1,
7718,яндекс еда ростов на дону,60%,нет,40%,0,
7719,рязань сковорода,90%,нет,56%,0,
7720,заказать мороженое с доставкой,60%,да,99%,1,
7721,мидии купить замороженные в ракушках,40%,да,99%,1,
7722,купить лосось в москве,10%,нет,100%,1,
7723,first burger house,0%,нет,24%,-1,
7724,фрэнк бай баста спб,50%,нет,27%,-1,
7725,ресторан nordic санкт петербург,70%,нет,33%,-1,
7726,перчини меню сургут,90%,нет,58%,0,
7727,пиросмани ярославль,70%,нет,44%,0,
7728,каменск шахтинский доставка еды,90%,нет,73%,1,
7729,суши стор лобня,60%,нет,53%,0,
7730,поль бейкери малаховка,0%,нет,9%,-1,
7731,ситибар магнитогорск,90%,нет,30%,-1,
7732,бабушкины грабли ставрополь,80%,нет,45%,0,
7733,пицца таганрог,100%,нет,80%,1,
7734,the pechka челябинск,70%,нет,32%,-1,
7735,суши стор долгопрудный,60%,нет,45%,0,
7736,штирлиц бар хабаровск,30%,нет,24%,-1,
7737,мустанг иваново,80%,нет,24%,-1,
7738,паровоз бар краснодар,80%,нет,34%,-1,
7739,пицца самурай,30%,да,57%,0,
7740,сойка ресторан,50%,да,44%,0,
7741,мытищи пицца доставка,100%,нет,99%,1,
7742,блинная сковородка пермь доставка,70%,нет,54%,0,
7743,добрая компания пермь,60%,нет,36%,0,
7744,ступино атриум ресторан,60%,нет,18%,-1,
7745,че хотели пили ели ресторан,0%,нет,19%,-1,
7746,свежая форель цена за 1 кг,60%,да,100%,1,
7747,лосось слабосоленый купить,40%,да,89%,1,
7748,купить торт с доставкой,70%,да,99%,1,
7749,r14 ресторан,0%,нет,20%,-1,
7750,суши сет спб,60%,нет,38%,0,
7751,ресторан честных цен меню уфа,80%,нет,73%,1,
7752,денвер волгоград,60%,нет,30%,-1,
7753,волгоград коммунистическая улица 6 руставели,90%,нет,37%,0,
7754,ярославль бургерная 838,50%,нет,30%,-1,
7755,просвет череповец,100%,нет,44%,0,
7756,тутти и джорни,0%,нет,17%,-1,
7757,нефтекамск вкусно и точка,100%,нет,37%,0,
7758,ресторан халиф,20%,да,22%,-1,
7759,шаурма саранск доставка,100%,нет,55%,0,
7760,яндекс доставка белгород,70%,нет,64%,0,
7761,яндекс еда белгород,80%,нет,55%,0,
7762,суши маркет екатеринбург доставка роллов,90%,нет,49%,0,
7763,еда в казани,100%,нет,16%,-1,
7764,итле бистро казань меню,70%,нет,62%,0,
7765,пуш пицца,20%,да,45%,0,
7766,яндекс лавка краснодар,50%,нет,47%,0,
7767,чито гврито меню,30%,да,76%,1,
7768,милти доставка еды,40%,да,64%,0,
7769,офис клаб,0%,нет,32%,-1,
7770,доставка оренбург,80%,нет,78%,1,
7771,заказать пиццу в оренбурге,100%,нет,80%,1,
7772,аматос,0%,нет,35%,0,
7773,кубик ставрополь доставка роллов,70%,нет,55%,0,
7774,суши фан краснодар,80%,нет,48%,0,
7775,фан суши краснодар,80%,нет,49%,0,
7776,купить цукини,50%,да,99%,1,
7777,мидии замороженные купить в москве,40%,нет,99%,1,
7778,мидии в масле купить,10%,да,74%,1,
7779,кицунэ спб кафе,40%,нет,22%,-1,
7780,ресторан ля фамилия тольятти,60%,нет,55%,0,
7781,воронеж бразейро,60%,нет,37%,0,
7782,май шеф,0%,нет,35%,0,
7783,поддон балаково,90%,нет,45%,0,
7784,лоботрясы электросталь,80%,нет,36%,0,
7785,вкусно и точка нижневартовск,0%,нет,29%,-1,
7786,ногинск халиф меню,80%,нет,71%,1,
7787,луковка,0%,нет,10%,-1,
7788,шашлык балашиха,70%,нет,52%,0,
7789,папин гараж белгород,80%,нет,35%,0,
7790,мистер и миссис гриль брянск,80%,нет,37%,0,
7791,антонио липецк ресторан,90%,нет,29%,-1,
7792,бакинский бульвар ресторан в москве,20%,нет,21%,-1,
7793,christian ресторан,50%,да,34%,-1,
7794,джорджия и джорджия ресторан,0%,нет,29%,-1,
7795,ресторан июль,60%,да,37%,0,
7796,пушкин кафе меню,60%,да,54%,0,
7797,селезнев торты на заказ,40%,да,44%,0,
7798,штолле доставка,60%,да,69%,1,
7799,доставка синнабон,60%,да,84%,1,
7800,verd,0%,нет,18%,-1,
7801,южный дворик,40%,да,38%,0,
7802,меню бона капона,0%,нет,33%,-1,
7803,купить индейку,30%,да,99%,1,
7804,кунжутная паста купить,30%,да,93%,1,
7805,купить рыбу свежую,70%,да,73%,1,
7806,экомаркет спб,20%,нет,31%,-1,
7807,глобус климовск каталог,30%,нет,83%,1,
7808,купить гречку зеленую в москве,20%,нет,88%,1,
7809,доставка еды ночью,90%,да,56%,0,
7810,мороженое пломбир цена,30%,да,99%,1,
7811,замороженные голубцы,0%,нет,37%,0,
7812,vlavashe спб,90%,нет,30%,-1,
7813,ооо яндекс еда,40%,да,23%,-1,
7814,дом мурманск ресторан,70%,нет,44%,0,
7815,вкусно и точка старый оскол,90%,нет,39%,0,
7816,доставка еды зеленоградск,100%,нет,63%,0,
7817,шаурма арзамас,70%,нет,43%,0,
7818,босс котлетос челябинск,60%,нет,38%,0,
7819,не горький сад ижевск,90%,нет,62%,0,
7820,суши маркет казань,70%,нет,44%,0,
7821,хлеб и пицца для друзей киров,40%,нет,45%,0,
7822,суши заказать краснодар,90%,нет,71%,1,
7823,еж ролл краснодар,80%,нет,57%,0,
7824,москва кофе,100%,нет,44%,0,
7825,суши рядом со мной на карте,30%,да,38%,0,
7826,москва чайхона,70%,нет,36%,0,
7827,доставка кимчи,0%,нет,100%,1,
7828,москва му му кафе,50%,нет,31%,-1,
7829,доставка суши ями ями,0%,нет,32%,-1,
7830,макдональдс нижний новгород,90%,нет,43%,0,
7831,русские блины новосибирск,80%,нет,29%,-1,
7832,супер бургер,0%,нет,49%,0,
7833,1917 бар воронеж,80%,нет,22%,-1,
7834,цезарь казань роллы доставка,90%,нет,52%,0,
7835,контанелло пицца омск,80%,нет,53%,0,
7836,ресторан мастер и маргарита,40%,да,23%,-1,
7837,пицца квадратная волгоград,90%,нет,47%,0,
7838,старик хинкалыч липецк меню и цены,60%,нет,56%,0,
7839,чебупицца цена,20%,да,92%,1,
7840,карп купить,50%,да,88%,1,
7841,рафаэлло сколько стоит,0%,нет,78%,1,
7842,лепешка мексиканская купить,0%,нет,85%,1,
7843,добрынинский торт москва купить,80%,нет,100%,1,
7844,магнит косметик маски для лица,10%,да,39%,0,
7845,парфюмерия магнит косметик,10%,да,56%,0,
7846,пятерочка сыр творожный,10%,да,73%,1,
7847,пятерочка креветки,0%,нет,70%,1,
7848,патари ресторан самара меню и цены,90%,нет,55%,0,
7849,купить щавель свежий,0%,нет,99%,1,
7850,доставка домашней еды,90%,да,91%,1,
7851,ем и ем адлер,0%,нет,17%,-1,
7852,теремок санкт петербург доставка,70%,нет,84%,1,
7853,томятотосуши,0%,нет,36%,0,
7854,шашлычный двор волгоград 33 ополченская,80%,нет,42%,0,
7855,secret kitchen волгоград,70%,нет,31%,-1,
7856,ликер воронеж бар,90%,нет,51%,0,
7857,пицца докер ханты мансийск,100%,нет,57%,0,
7858,ногинск доставка еды,100%,нет,63%,0,
7859,хинкальная реутов,80%,нет,36%,0,
7860,майбокс тамбов,40%,нет,40%,0,
7861,доставка десертов,90%,да,100%,1,
7862,морепродукты заказать,50%,да,97%,1,
7863,точка джи иваново,100%,нет,37%,0,
7864,вкусно и точка ижевск меню,40%,нет,88%,1,
7865,гастроном калуга ресторан,70%,нет,37%,0,
7866,бар инженер,10%,да,16%,-1,
7867,чинар кафе,40%,да,30%,-1,
7868,easy pizza,0%,нет,30%,-1,
7869,mollusca,0%,нет,8%,-1,
7870,где можно купить бабл ти в москве,20%,нет,36%,0,
7871,рыбторг,0%,нет,26%,-1,
7872,щербет ресторан,80%,да,43%,0,
7873,быстрый лось екатеринбург,80%,нет,55%,0,
7874,первоуральск кухня для друзей,60%,нет,50%,0,
7875,меню кореана лайт,50%,да,53%,0,
7876,mr bo,0%,нет,25%,-1,
7877,венская сказка москва,60%,нет,36%,0,
7878,вкусвилл адлер,0%,нет,30%,-1,
7879,папайя цена,0%,нет,98%,1,
7880,ресторан 1460 ростов,75%,нет,15%,-1,
7881,фруктовый лед мороженое купить,50%,да,96%,1,
7882,шампиньоны купить свежие,50%,да,100%,1,
7883,филе скумбрии купить,0%,нет,99%,1,
7884,сок апельсиновый купить,50%,да,100%,1,
7885,доставка роллы сочи,90%,нет,100%,1,
7886,санкт петербург две палочки,70%,нет,29%,-1,
7887,роллы суши тюмень,80%,нет,72%,1,
7888,toyosu,0%,нет,16%,-1,
7889,адлер роллы доставка,0%,нет,81%,1,
7890,окинава альметьевск,90%,нет,42%,0,
7891,пятигорск шаурма,100%,нет,45%,0,
7892,ставрополь бабка тарахто,70%,нет,37%,0,
7893,виноград владикавказ,80%,нет,47%,0,
7894,дом пиццы балашиха,90%,нет,45%,0,
7895,кфс барнаул доставка,80%,нет,66%,1,
7896,вайн коннекшн брянск,90%,нет,43%,0,
7897,ресторан ротару иваново,60%,нет,58%,0,
7898,шау киров,90%,нет,45%,0,
7899,ресторан понтон,40%,да,36%,0,
7900,жарпицца в курске заказать,90%,нет,64%,0,
7901,доставка пиццы меню,100%,да,100%,1,
7902,angels cake,0%,нет,9%,-1,
7903,доставка бк,0%,нет,73%,1,
7904,футбэнд,0%,нет,30%,-1,
7905,phobo меню,50%,да,69%,1,
7906,ссср столовая,30%,да,42%,0,
7907,печь пицца нижний новгород,60%,нет,37%,0,
7908,шредер пицца новосибирск,70%,нет,30%,-1,
7909,вьетнамская кухня омск,100%,нет,43%,0,
7910,мастер шоколад омск,60%,нет,46%,0,
7911,тру кост москва,80%,нет,67%,1,
7912,купить кокосовое молоко в москве,0%,нет,93%,1,
7913,магнит креветки,0%,нет,60%,0,
7914,улыбка радуги петрозаводск каталог товаров,40%,нет,90%,1,
7915,болгарский перец цена за 1 кг,0%,нет,94%,1,
7916,купить картофель фри,30%,да,88%,1,
7917,филе пангасиуса купить,0%,нет,100%,1,
7918,москва пончики,80%,нет,62%,0,
7919,спаржа цена за 1 кг,0%,нет,94%,1,
7920,хачапури по аджарски купить,70%,да,98%,1,
7921,спаржа зеленая купить,50%,да,97%,1,
7922,дед хо санкт петербург,70%,нет,36%,0,
7923,хлебник спб,50%,нет,22%,-1,
7924,доктор ватсон кафе ульяновск,90%,нет,37%,0,
7925,печенеги ульяновск,50%,нет,30%,-1,
7926,воронеж кинто,100%,нет,43%,0,
7927,ессентуки доставка еды,100%,нет,82%,1,
7928,hot yandex,0%,нет,0%,-1,
7929,пицемия екатеринбург,80%,нет,36%,0,
7930,джимми чу геленджик,90%,нет,29%,-1,
7931,шаурмилс иркутск,90%,нет,36%,0,
7932,заказать еду в краснодаре,100%,нет,63%,0,
7933,торты краснодар,90%,нет,72%,1,
7934,франк бай баста краснодар,50%,нет,30%,-1,
7935,вкусвилл нижний новгород доставка,80%,нет,78%,1,
7936,кариночка,80%,да,72%,1,
7937,ковчег кафе,70%,да,61%,0,
7938,линдфорс заказ пирогов,50%,да,65%,0,
7939,доставка на дровах,50%,да,73%,1,
7940,oneprice кафе,50%,да,57%,0,
7941,торт шоколадница,30%,да,67%,1,
7942,тру кост меню,0%,нет,78%,1,
7943,загородный дворик мытищи,90%,нет,44%,0,
7944,подольск суши сет,80%,нет,53%,0,
7945,ресторан белладжио,80%,да,37%,0,
7946,cheese it bakery,0%,нет,19%,-1,
7947,дар пицца краснодар,100%,нет,45%,0,
7948,мгриль,0%,нет,10%,-1,
7949,натурово калининград доставка,60%,нет,55%,0,
7950,доставка тори рамен краснодар,70%,нет,53%,0,
7951,готовые салаты купить,70%,да,99%,1,
7952,эко пышка,20%,да,39%,0,
7953,медийное место ростов,30%,нет,15%,-1,
7954,пад тай ростов на дону доставка,80%,нет,61%,0,
7955,ресторан 1460 ростов на дону,100%,нет,23%,-1,
7956,невиновных нет рязань меню,60%,нет,51%,0,
7957,осуши рязань,100%,нет,40%,0,
7958,хлеб белый цена,30%,да,89%,1,
7959,куба пицца заказать,10%,да,48%,0,
7960,снежный краб цена,20%,да,88%,1,
7961,меню рыбное,0%,нет,7%,-1,
7962,1 food factory спб,50%,нет,30%,-1,
7963,бургер кинг меню санкт петербург с ценами,60%,нет,95%,1,
7964,меню шашлыкофф томск,90%,нет,82%,1,
7965,доставка кацо тюмень,60%,нет,73%,1,
7966,ульяновск шашлык доставка,100%,нет,61%,0,
7967,автосуши владимир официальный сайт,50%,нет,32%,-1,
7968,альметьевск вкусно и точка,100%,нет,50%,0,
7969,шаурма белгород,80%,нет,52%,0,
7970,шеф 32 доставка обедов брянск,80%,нет,77%,1,
7971,калуга кафе дело,100%,нет,29%,-1,
7972,хинкали казань,90%,нет,60%,0,
7973,заказать обед,70%,да,82%,1,
7974,роллы на заказ с доставкой,90%,да,100%,1,
7975,grace bistro ресторан,0%,нет,25%,-1,
7976,как kfc заказать,0%,нет,60%,0,
7977,изакая рамен бар,40%,да,21%,-1,
7978,ливан хаус,0%,нет,23%,-1,
7979,оджахури меню,60%,да,65%,0,
7980,scrocchiarella,0%,нет,20%,-1,
7981,доставка cinnabon,70%,да,84%,1,
7982,доставка subway,40%,да,95%,1,
7983,хан буз новосибирск доставка,80%,нет,47%,0,
7984,суши мастер доставка пермь,90%,нет,56%,0,
7985,кафе на развилке,20%,да,39%,0,
7986,пекарня кондитерская коржов,10%,да,18%,-1,
7987,мубокс,0%,нет,31%,-1,
7988,чичико ресторан мясницкая,70%,да,45%,0,
7989,хлебница москва,50%,нет,45%,0,
7990,торт от палыча купить в москве с доставкой,0%,нет,99%,1,
7991,вкусно и точка меню ростов,40%,нет,86%,1,
7992,пицца самара квадратная,90%,нет,40%,0,
7993,салат цезарь купить,0%,нет,79%,1,
7994,стейк из говядины купить,50%,да,99%,1,
7995,готовое дрожжевое тесто купить,10%,да,88%,1,
7996,чанг кафе,0%,нет,15%,-1,
7997,ossu лапшичная санкт петербург,70%,нет,36%,0,
7998,ковров вкусно и точка,40%,да,42%,0,
7999,пицца джан анапа,80%,нет,46%,0,
8000,разгуляй балашиха,100%,нет,44%,0,
8001,огонь екатеринбург,60%,нет,44%,0,
8002,песто тесто,0%,нет,15%,-1,
8003,макмастер иваново,70%,нет,34%,-1,
8004,съем слона доставка,20%,да,52%,0,
8005,мезонин меню курск,90%,нет,51%,0,
8006,шаурма поблизости,0%,нет,31%,-1,
8007,где сейчас можно заказать роллы,90%,да,70%,1,
8008,кафе friends,50%,да,23%,-1,
8009,capo dei capi,0%,нет,15%,-1,
8010,заказать кфс с доставкой в москве,40%,нет,68%,1,
8011,кафе кулек,50%,да,37%,0,
8012,пянсе купить в москве,40%,нет,79%,1,
8013,кафе микс,60%,да,32%,-1,
8014,ерш ресторан меню,60%,да,60%,0,
8015,нижний новгород хинкальная,80%,нет,36%,0,
8016,крейзи брозерс,0%,нет,23%,-1,
8017,меню my box,0%,нет,43%,0,
8018,sushi tokyo,70%,да,38%,0,
8019,черная икра палтуса цена за 100 грамм,30%,да,88%,1,
8020,пятерочка хлеб,0%,нет,40%,0,
8021,вангирос,0%,нет,30%,-1,
8022,роллы запеченные заказать,0%,нет,100%,1,
8023,шоколад купить в москве,30%,нет,98%,1,
8024,семена чиа где продаются,30%,да,76%,1,
8025,мороженое пломбир купить,30%,да,100%,1,
8026,шаурма у артура,0%,нет,20%,-1,
8027,кофейня номер 1 санкт петербург,80%,нет,29%,-1,
8028,koreana light,0%,нет,12%,-1,
8029,санкт петербург шаверма,60%,нет,23%,-1,
8030,шашлык доставка тюмень,80%,нет,71%,1,
8031,гастрофиш,0%,нет,14%,-1,
8032,роллы заказать в ярославле с доставкой,30%,нет,99%,1,
8033,ташир пицца коломна,100%,нет,53%,0,
8034,кстово шаурма,70%,нет,57%,0,
8035,одинцово доставка еды,90%,нет,81%,1,
8036,суши мастер соликамск,90%,нет,46%,0,
8037,пицца мастер вологда,80%,нет,39%,0,
8038,меню бублик белгород,70%,нет,53%,0,
8039,леопицца доставка брянск,100%,нет,63%,0,
8040,кфс меню челябинск и цены,70%,нет,99%,1,
8041,пироги на заказ осетинские,100%,да,100%,1,
8042,заказать салаты с доставкой на дом,50%,да,100%,1,
8043,доставка еды димитровград,100%,нет,56%,0,
8044,яндекс еда доставка хабаровск,70%,нет,56%,0,
8045,ижевск папа лаваш,90%,нет,44%,0,
8046,зеленый кот краснодар,90%,нет,44%,0,
8047,яндекс лавка официальный сайт,0%,нет,27%,-1,
8048,меню магдольнас,10%,да,83%,1,
8049,mcdonald,10%,да,0%,-1,
8050,где заказать еду,100%,да,56%,0,
8051,москва джонджоли,80%,нет,36%,0,
8052,ночной дворик в новогиреево,50%,да,30%,-1,
8053,пепела ресторан,50%,да,30%,-1,
8054,pirat pizza,50%,да,44%,0,
8055,суши шоп заказать,50%,да,75%,1,
8056,зотман пицца доставка москва,40%,нет,54%,0,
8057,вкусно и точка меню набережные челны,0%,нет,83%,1,
8058,гирос одиссея,0%,нет,26%,-1,
8059,со скольки лет можно работать в доставке яндекс,0%,нет,18%,-1,
8060,байкерс пицца,0%,нет,30%,-1,
8061,шашлыкофф меню и цены пермь,70%,нет,68%,1,
8062,фудбанд,0%,нет,31%,-1,
