#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
9194,глазная клиника ковров,50%,да,52%,0,
9195,атлант курск медцентр,50%,нет,39%,0,
9196,психиатр детский липецк,70%,нет,76%,1,
9197,областная больница магадан,70%,нет,42%,0,
9198,магнитогорск кардиолог,100%,нет,65%,0,
9199,клиника глазная эксимер,60%,да,42%,0,
9200,орис электрозаводская отзывы,50%,да,15%,-1,
9201,медиарт самуила маршака 20,0%,нет,14%,-1,
9202,цито на таганке официальный сайт,60%,да,29%,-1,
9203,поликлиника 65 стоматология митино,88%,да,60%,0,
9204,доктор профи стоматология,50%,да,28%,-1,
9205,комсомольская поликлиника,60%,да,42%,0,
9206,женская консультация сокол,100%,нет,64%,0,
9207,про докторов москва официальный сайт отзывы о врачах,40%,нет,20%,-1,
9208,игнатко ирина владимировна,0%,нет,3%,-1,
9209,азам вероника владимировна,0%,нет,9%,-1,
9210,дмитрий лубнин гинеколог отзывы,0%,нет,5%,-1,
9211,ортопед травматолог мурманск,80%,нет,62%,0,
9212,зубная фея ногинск цены,90%,нет,89%,1,
9213,флюорография новочеркасск,100%,нет,63%,0,
9214,андролог новосибирск,90%,нет,85%,1,
9215,мрт в орехово зуево адреса и цены,10%,да,77%,1,
9216,гематолог орёл,0%,нет,14%,-1,
9217,клиника поколение пенза,80%,нет,45%,0,
9218,чиж невролог пенза,50%,нет,15%,-1,
9219,узи козлова пенза,50%,нет,36%,0,
9220,рентген пермь,100%,нет,71%,1,
9221,133 медсанчасть пермь,100%,нет,0%,-1,
9222,клиника лайт пермь на мира,70%,нет,34%,-1,
9223,детский педиатр пермь,100%,нет,73%,1,
9224,сосудистый хирург пермь,100%,нет,72%,1,
9225,псков офтальмолог,100%,нет,64%,0,
9226,ревматолог псков,100%,нет,74%,1,
9227,пятигорск клиника женского здоровья,90%,нет,59%,0,
9228,ростов на дону онкологический институт,80%,нет,51%,0,
9229,мрт в рязани адреса,100%,нет,68%,1,
9230,аврора рязань медицинский центр,80%,нет,65%,0,
9231,нефролог рязань,100%,нет,96%,1,
9232,стоматолог хирург рязань,90%,нет,50%,0,
9233,сущевская невролог рязань,50%,нет,29%,-1,
9234,стоматология круглосуточная самара,100%,нет,56%,0,
9235,решетова ольга николаевна эндокринолог,0%,нет,2%,-1,
9236,аллерголог сочи,100%,нет,66%,1,
9237,квд адмиралтейского района,0%,нет,9%,-1,
9238,нева зрение отзывы,0%,нет,0%,-1,
9239,прием невролога в спб,100%,нет,61%,0,
9240,ортопед старый оскол,100%,нет,57%,0,
9241,нефролог ставрополь,100%,нет,65%,0,
9242,сызрань стоматология монгора,80%,нет,0%,-1,
9243,тамбов детский стоматолог,90%,нет,63%,0,
9244,детская стоматология комсомольский район тольятти,70%,нет,51%,0,
9245,окулист томск,90%,нет,78%,1,
9246,детский педиатр тула,100%,нет,80%,1,
9247,записаться к дерматологу тюмень,80%,нет,66%,1,
9248,рентген тюмень,100%,нет,81%,1,
9249,тюмень гепатолог,90%,нет,68%,1,
9250,узи почек уфа,100%,нет,85%,1,
9251,кардиолог владикавказ,100%,нет,58%,0,
9252,ильина ольга анатольевна,0%,нет,2%,-1,
9253,бесплатная детская стоматология воронеж,90%,нет,56%,0,
9254,отрадный доктор воронеж отрадное,100%,нет,49%,0,
9255,стоматолог ортопед воронеж,100%,нет,57%,0,
9256,резников максим,0%,нет,0%,-1,
9257,брекеты ярославль цена,90%,нет,98%,1,
9258,вишневская гинеколог ярославль,50%,нет,35%,0,
9259,психиатр йошкар ола,100%,нет,66%,1,
9260,златоуст квд,100%,нет,0%,-1,
9261,альметьевск стоматология чехова,90%,нет,49%,0,
9262,уролог ангарск,100%,нет,72%,1,
9263,узи брюшной полости астрахань цена,90%,нет,99%,1,
9264,стоматология детская астрахань пер театральный,70%,нет,70%,1,
9265,мир здоровья белая калитва,0%,нет,16%,-1,
9266,окулист брянск,100%,нет,79%,1,
9267,чебоксары нейрохирург,90%,нет,67%,1,
9268,клиники чебоксары платные,100%,нет,65%,0,
9269,сексолог челябинск,90%,нет,51%,0,
9270,гинеколог димитровград,100%,нет,95%,1,
9271,офтальмолог дмитров,70%,нет,70%,1,
9272,мрт головы в екатеринбурге,100%,нет,82%,1,
9273,гинеколог екатеринбург отзывы,100%,нет,51%,0,
9274,лор врач в екатеринбурге,100%,нет,57%,0,
9275,мрт елабуга,90%,нет,43%,0,
9276,дерматолог электросталь,90%,нет,92%,1,
9277,электросталь эндокринолог,100%,нет,88%,1,
9278,гатчина детская стоматология,100%,нет,62%,0,
9279,детский эндокринолог хабаровск,90%,нет,77%,1,
9280,семейная поликлиника хабаровск,80%,нет,53%,0,
9281,психотерапевт химки,100%,нет,92%,1,
9282,дерматолог детский иваново,90%,нет,77%,1,
9283,брекеты иваново,100%,нет,85%,1,
9284,дерматолог ижевск детский,100%,нет,72%,1,
9285,центр женского здоровья калининград иванникова,90%,нет,49%,0,
9286,казань клиника ткачева епифанова,90%,нет,68%,1,
9287,мау поликлиника кингисеппская,70%,да,49%,0,
9288,лор коломна,100%,нет,95%,1,
9289,лор отоларинголог кострома,90%,нет,65%,0,
9290,клиника екатерининская краснодар кожевенная 66,80%,нет,54%,0,
9291,красноярск аллерголог взрослый,90%,нет,59%,0,
9292,флюорография красноярск платно быстро,100%,нет,71%,1,
9293,мрт крымск,100%,нет,84%,1,
9294,курск флеболог,80%,нет,61%,0,
9295,ортодонт детский курск,90%,нет,77%,1,
9296,узи молочных желез липецк,90%,нет,85%,1,
9297,липецк площадь петра великого 2 эксперт,100%,нет,76%,1,
9298,даримед липецк,70%,нет,51%,0,
9299,гастроэнтеролог магнитогорск детский,100%,нет,64%,0,
9300,хирург махачкала,100%,нет,58%,0,
9301,гастроэнтеролог майкоп,80%,нет,75%,1,
9302,уролог майкоп,100%,нет,76%,1,
9303,стоимость мрт головы в москве цены,10%,нет,85%,1,
9304,отзывы евромед,0%,нет,6%,-1,
9305,больница святого владимира отзывы,100%,нет,0%,-1,
9306,больница в в вересаева,40%,да,0%,-1,
9307,роддом боткина,60%,да,35%,0,
9308,16 гп,0%,нет,4%,-1,
9309,леге артис глазная клиника,60%,да,48%,0,
9310,солнцево кожвендиспансер,0%,нет,23%,-1,
9311,медпрайм на шаболовке,70%,да,40%,0,
9312,цир войковская,50%,да,36%,0,
9313,сверчков переулок 5 кардиологический центр,90%,да,0%,-1,
9314,марьина роща стоматология,90%,да,76%,1,
9315,стоматология на щукинской,80%,да,63%,0,
9316,курбатов дмитрий,0%,нет,2%,-1,
9317,лопатина мария владимировна гастроэнтеролог,40%,да,0%,-1,
9318,людмила юрьевна,30%,да,0%,-1,
9319,сорокин сергей александрович,20%,да,0%,-1,
9320,оленев антон сергеевич,0%,нет,0%,-1,
9321,ортопед невролог,30%,да,21%,-1,
9322,лор мытищи взрослый,100%,нет,73%,1,
9323,стоматологическая поликлиника 1 набережные челны,0%,нет,11%,-1,
9324,травматолог набережные челны,0%,нет,30%,-1,
9325,нефтекамск детская стоматология,90%,нет,65%,0,
9326,нижний тагил ревматолог,90%,нет,50%,0,
9327,детская клиника нижний новгород,70%,нет,57%,0,
9328,терапевт новочеркасск,100%,нет,93%,1,
9329,ортопед новокузнецк взрослый,100%,нет,65%,0,
9330,новороссийск новомед свердлова,90%,нет,42%,0,
9331,психиатр омск детский,100%,нет,74%,1,
9332,мой зубной орел,0%,нет,5%,-1,
9333,озерск женская консультация,0%,нет,9%,-1,
9334,остеоник пенза тернопольская,70%,нет,49%,0,
9335,лайт клиника пермь на мира 11,70%,нет,34%,-1,
9336,нефролог пермь,100%,нет,77%,1,
9337,пластический хирург пермь,90%,нет,75%,1,
9338,кардиолог псков детский,100%,нет,88%,1,
9339,эндокринолог раменское,50%,нет,70%,1,
9340,роддом ростов на дону,100%,нет,64%,0,
9341,рубцовск психиатрическая больница,100%,нет,0%,-1,
9342,детский уролог рязань,100%,нет,78%,1,
9343,мрт в рязани цены,80%,нет,99%,1,
9344,аристарх самара клиника,70%,нет,42%,0,
9345,невролог абрамова самара,60%,нет,0%,-1,
9346,больница семашко серпухов официальный сайт,60%,нет,0%,-1,
9347,детский стоматолог симферополь,0%,нет,23%,-1,
9348,гастроэнтеролог детский в спб,90%,нет,64%,0,
9349,стоматология детская невский район,0%,нет,45%,0,
9350,стоматолог детский ставрополь,100%,нет,67%,1,
9351,ортопед травматолог ставрополь,100%,нет,57%,0,
9352,дерматолог сызрань,90%,нет,56%,0,
9353,окулист детский тула,100%,нет,81%,1,
9354,детский эндокринолог тверь,100%,нет,93%,1,
9355,клиника джордж уссурийск телефон,60%,нет,43%,0,
9356,поволжье стоматология волгоград,60%,нет,43%,0,
9357,детский лор волжский,90%,нет,57%,0,
9358,мрт в волжском адреса и цены волжский,100%,нет,83%,1,
9359,нефролог детский воронеж,100%,нет,88%,1,
9360,детский психотерапевт воронеж,80%,нет,76%,1,
9361,город улыбок воронеж,50%,нет,51%,0,
9362,стоматология в воскресенске,100%,нет,70%,1,
9363,краснова александра евгеньевна офтальмолог ярославль,60%,нет,28%,-1,
9364,узи йошкар ола,100%,нет,84%,1,
9365,благих олег евгеньевич,0%,нет,4%,-1,
9366,флюорография абакан,100%,нет,81%,1,
9367,терапевт анапа,100%,нет,58%,0,
9368,кардиолог армавир,80%,нет,85%,1,
9369,арзамас офтальмолог,100%,нет,81%,1,
9370,детский невролог балашиха,100%,нет,72%,1,
9371,аллерголог барнаул,90%,нет,77%,1,
9372,гастроэнтеролог бийск,80%,нет,58%,0,
9373,флебологический центр брянск,90%,нет,61%,0,
9374,брянск роды,80%,нет,34%,-1,
9375,клочкова анастасия алексеевна брянск гинеколог отзывы,90%,нет,50%,0,
9376,ортодонт череповец детский,90%,нет,68%,1,
9377,череповец травматолог,90%,нет,94%,1,
9378,узи черкесск,100%,нет,81%,1,
9379,екатеринбург узи малого таза,100%,нет,64%,0,
9380,онколог маммолог екатеринбург,100%,нет,58%,0,
9381,клиника интисар хасавюрт,50%,нет,36%,0,
9382,гиппократ химки совхозная официальный сайт,90%,нет,0%,-1,
9383,проктолог химки,100%,нет,75%,1,
9384,платный терапевт иркутск,100%,нет,77%,1,
9385,офтальмолог детский ижевск,90%,нет,65%,0,
9386,ижевск узи,90%,нет,78%,1,
9387,стоматология калуга тульский переулок,80%,нет,56%,0,
9388,кардиолог казань платные услуги,100%,нет,77%,1,
9389,айболит проспект победы казань,70%,нет,53%,0,
9390,эрда медицина,0%,нет,9%,-1,
9391,клиника ткачева епифанова казань,70%,нет,47%,0,
9392,клиника епифанова ткачева казань,70%,нет,47%,0,
9393,гимранов альберт минусагитович,0%,нет,0%,-1,
9394,брекеты киров,90%,нет,69%,1,
9395,женская консультация кохма,100%,нет,0%,-1,
9396,королев узи,0%,нет,91%,1,
9397,астра дент краснодар,80%,нет,35%,0,
9398,отзывы 5 роддом краснодар,75%,нет,0%,-1,
9399,невролог ефимова краснодар,80%,нет,36%,0,
9400,про докторов красноярск официальный,70%,нет,43%,0,
9401,клиника лорри красноярск красраб,90%,нет,63%,0,
9402,анна эдуардовна попелышева,0%,нет,6%,-1,
9403,логопед курск,90%,нет,71%,1,
9404,аллерголог детский липецк,70%,нет,74%,1,
9405,маммолог магнитогорск,100%,нет,57%,0,
9406,дерматолог марьино,70%,да,82%,1,
9407,детский лор на дом москва,100%,нет,99%,1,
9408,гипнолог в москве,40%,нет,62%,0,
9409,стоматология на ильича,90%,да,78%,1,
9410,клиника здравствуй на октябрьской,100%,нет,63%,0,
9411,доброе дело отзывы,0%,нет,5%,-1,
9412,врач онкогинеколог,100%,да,75%,1,
9413,юлия бабаева,0%,нет,4%,-1,
9414,назарова наталья александровна,0%,нет,6%,-1,
9415,невролог возняк марина евгеньевна москва,70%,нет,44%,0,
9416,дмитрий аркадьевич еделев,0%,нет,0%,-1,
9417,коваленко елена владимировна,50%,да,36%,0,
9418,зайцев сергей владимирович,30%,да,0%,-1,
9419,кузнецова анастасия сергеевна,0%,нет,11%,-1,
9420,иванова ольга николаевна,40%,да,29%,-1,
9421,губернский лекарь мурманск телефон регистратуры,80%,нет,46%,0,
9422,ортодонт мурманск,90%,нет,50%,0,
9423,окулист набережные челны,10%,да,47%,0,
9424,стоматология наро фоминск ул калинина,100%,нет,76%,1,
9425,нижний новгород мрт головного мозга,60%,нет,63%,0,
9426,наркологический диспансер ногинск,80%,нет,56%,0,
9427,лор новочеркасск детский,90%,нет,56%,0,
9428,инфекционист новокузнецк,90%,нет,72%,1,
9429,флюорография новороссийск,100%,нет,81%,1,
9430,онкологический центр в новосибирске на плахотного,60%,нет,28%,-1,
9431,михаил зурабович цурцумия,0%,нет,0%,-1,
9432,медикаментозный аборт омск,90%,нет,91%,1,
9433,орехово зуево уролог,100%,да,94%,1,
9434,детский стоматолог оренбург,80%,нет,66%,1,
9435,стм клиник оренбург просторная,100%,нет,59%,0,
9436,1 поликлиника оренбург,80%,нет,49%,0,
9437,имплантация зубов в оренбурге цены,100%,нет,98%,1,
9438,5 поликлиника орел,0%,нет,12%,-1,
9439,пенза мрт головного мозга,80%,нет,77%,1,
9440,дерматолог пермь взрослый,100%,нет,63%,0,
9441,отбеливание зубов пермь,100%,нет,71%,1,
9442,даниил петров,0%,нет,2%,-1,
9443,генетик ростов на дону,100%,нет,85%,1,
9444,ростов на дону клиника,100%,нет,57%,0,
9445,женская консультация самара куйбышевский район,90%,нет,56%,0,
9446,гастроэнтеролог саратов взрослый,100%,нет,74%,1,
9447,стоматология детская саратов заводской,100%,нет,63%,0,
9448,стоматология жемчужина саров,90%,нет,0%,-1,
9449,женская консультация симферополь батурина,0%,нет,21%,-1,
9450,клиника глазная симферополь,0%,нет,25%,-1,
9451,осмоловский дмитрий павлович,0%,нет,16%,-1,
9452,узи в спб,100%,нет,64%,0,
9453,поликлиника 47 московского района,67%,нет,28%,-1,
9454,молотков арсений сергеевич,0%,нет,11%,-1,
9455,центр надежда ставрополь узи,90%,нет,67%,1,
9456,калашников узи ставрополь,60%,нет,28%,-1,
9457,продокторов ру тамбов,40%,нет,21%,-1,
9458,детский аллерголог тверь,90%,нет,95%,1,
9459,окулист тверь,100%,нет,77%,1,
9460,детский ортодонт тверь,90%,нет,64%,0,
9461,фгс желудка в уфе цены адреса,90%,нет,98%,1,
9462,стоматолог детский улан удэ,100%,нет,57%,0,
9463,гастроэнтеролог ульяновск взрослый,100%,нет,72%,1,
9464,ортодонт детский ульяновск,90%,нет,77%,1,
9465,гастроэнтеролог уссурийск,100%,нет,77%,1,
9466,владивосток остеопат,90%,нет,77%,1,
9467,средняя ахтуба стоматология,0%,нет,25%,-1,
9468,женская консультация геращенко 3,0%,нет,0%,-1,
9469,нмт отзывы воронеж,80%,нет,0%,-1,
9470,репродуктолог воронеж,100%,нет,76%,1,
9471,лор ярославль платно взрослый,90%,нет,77%,1,
9472,мрт в йошкар оле,100%,да,73%,1,
9473,лор зеленодольск,100%,нет,64%,0,
9474,мед центры железнодорожный,100%,нет,73%,1,
9475,психиатр абакан,100%,нет,77%,1,
9476,анапа кожвендиспансер,80%,нет,56%,0,
9477,лор анапа,90%,нет,77%,1,
9478,трихолог архангельск,100%,нет,68%,1,
9479,медицинский центр семья артем,0%,нет,26%,-1,
9480,детский аллерголог белгород,100%,нет,57%,0,
9481,сосудистый хирург белгород,90%,нет,68%,1,
9482,детский педиатр чебоксары,90%,нет,58%,0,
9483,чебоксары ревматолог,70%,нет,52%,0,
9484,офтальмолог детский череповец,80%,нет,69%,1,
9485,фгдс череповец,80%,нет,91%,1,
9486,дмитров гинеколог,80%,нет,66%,1,
9487,уролог дмитров,80%,нет,81%,1,
9488,педиатр домодедово,90%,нет,96%,1,
9489,кт зубов екатеринбург,80%,нет,77%,1,
9490,феодосия центр здоровье,0%,нет,29%,-1,
9491,гастроэнтеролог хабаровск взрослый,100%,нет,72%,1,
9492,кардиолог детский иркутск,90%,нет,57%,0,
9493,стоматология атмосфера иркутск,60%,нет,34%,-1,
9494,ортодонт иркутск,100%,нет,73%,1,
9495,медицинский центр иваново,60%,нет,58%,0,
9496,колоноскопия в ижевске под наркозом цена,30%,нет,80%,1,
9497,кт ижевск,90%,нет,69%,1,
9498,детский лор калининград,100%,нет,73%,1,
9499,казань перинатальный центр,70%,нет,33%,-1,
9500,аллерголог детский кемерово,90%,нет,77%,1,
9501,роддом 5 кемерово официальный сайт,90%,нет,0%,-1,
9502,остеопат кемерово,100%,нет,50%,0,
9503,педиатр кемерово,80%,нет,77%,1,
9504,детская поликлиника кореновск,100%,нет,78%,1,
9505,дентик люкс краснодар,80%,нет,50%,0,
9506,ланкор мед краснодар,70%,нет,44%,0,
9507,краснодар больница 1 мая,50%,нет,35%,0,
9508,рентгенолог краснодар,100%,нет,78%,1,
9509,эндокринолог детский красноярск,90%,нет,63%,0,
9510,стоматолог красноярск детский,90%,нет,77%,1,
9511,кт легких в красноярске,80%,нет,72%,1,
9512,невролог эккерт красноярск,50%,нет,29%,-1,
9513,стоматология кулебаки,90%,нет,57%,0,
9514,челюстно лицевой хирург липецк,80%,нет,57%,0,
9515,нейрохирург магнитогорск,100%,нет,88%,1,
9516,мариинск стоматология,100%,нет,72%,1,
9517,дерматолог междуреченск,90%,нет,77%,1,
9518,минусинск невролог,80%,нет,63%,0,
9519,продокторов москва сайт,30%,нет,7%,-1,
9520,детский ортопед в москве лучший,70%,нет,71%,1,
9521,женская консультация роддом 4,70%,да,57%,0,
9522,роддом 32 москва,90%,нет,0%,-1,
9523,академическая клиника,50%,да,38%,0,
9524,мануальный центр на юго западной,70%,да,67%,1,
9525,первомайский квд отзывы,90%,да,0%,-1,
9526,ржд больница платные услуги,60%,да,99%,1,
9527,стоматология про докторов,90%,да,74%,1,
9528,клиника окулист,80%,да,43%,0,
9529,лебедева елена владимировна,40%,да,36%,0,
9530,рейтинг врача воронцовой ларисы,0%,нет,7%,-1,
9531,казарян лия михайловна,0%,нет,6%,-1,
9532,гвоздев михаил юрьевич,0%,нет,0%,-1,
9533,евгения пименова,0%,нет,0%,-1,
9534,гергерт,0%,нет,9%,-1,
9535,продокторов ру нижний,0%,нет,3%,-1,
9536,детская больница 42 нижний новгород,63%,нет,32%,-1,
9537,добрый доктор нижний,0%,нет,25%,-1,
9538,ногинск гастроэнтеролог,90%,нет,76%,1,
9539,больница 11 новокузнецк,90%,нет,56%,0,
9540,новороссийск поликлиника,100%,нет,72%,1,
9541,горбольница новосибирск платные услуги,90%,нет,85%,1,
9542,обнинск остеопат,90%,нет,43%,0,
9543,омск чистка зубов,100%,нет,85%,1,
9544,кт оренбург,100%,нет,79%,1,
9545,стоматология веди оренбург,90%,нет,33%,-1,
9546,брекеты пенза,100%,нет,89%,1,
9547,водительская комиссия петрозаводск,80%,нет,43%,0,
9548,ортопед подольск,90%,нет,69%,1,
9549,остеопат пятигорск,100%,нет,49%,0,
9550,андромед рославль услуги и цены,90%,нет,82%,1,
9551,бсмп рязань официальный сайт врачи,90%,нет,49%,0,
9552,венеролог рязань,100%,нет,72%,1,
9553,невролог тришкин рязань,60%,нет,36%,0,
9554,кардиолог рыбинск,90%,нет,83%,1,
9555,стоматология мята самара,80%,нет,38%,0,
9556,аллерголог детский саратов,100%,нет,77%,1,
9557,гиппократ сергиев посад,80%,нет,49%,0,
9558,флюорография севастополь,0%,нет,60%,0,
9559,женская консультация шахты,0%,нет,7%,-1,
9560,дерматолог детский симферополь,0%,нет,45%,0,
9561,лазаревское женская консультация,0%,нет,0%,-1,
9562,согаз санкт петербург клиника,80%,нет,72%,1,
9563,нейрохирург в спб,100%,нет,65%,0,
9564,отоневролог в санкт петербурге,80%,нет,75%,1,
9565,малушко антон викторович,0%,нет,2%,-1,
9566,узи сердца ставрополь,90%,нет,75%,1,
9567,перинатальный центр ставрополь на семашко,70%,нет,36%,0,
9568,детский лор таганрог,80%,нет,57%,0,
9569,пульс медцентр тамбов,60%,нет,47%,0,
9570,нефролог тольятти,90%,нет,58%,0,
9571,дульнев невролог тверь,50%,нет,28%,-1,
9572,кт тюмень,100%,нет,72%,1,
9573,туберкулезный диспансер тюмень,60%,нет,42%,0,
9574,детский невролог уссурийск,100%,нет,58%,0,
9575,флеболог владивосток,100%,нет,64%,0,
9576,волгодонск кожвендиспансер,70%,нет,49%,0,
9577,волгодонск рождение медицинский центр,50%,нет,45%,0,
9578,клиника сфера волгоград,100%,нет,56%,0,
9579,волжский кардиолог,100%,нет,75%,1,
9580,воркута взрослая поликлиника,70%,нет,70%,1,
9581,дерматолог воскресенск,90%,нет,57%,0,
9582,рентген ярославль,100%,нет,79%,1,
9583,йошкар ола онкологический диспансер,80%,нет,49%,0,
9584,стоматология жемчужина заречный,80%,нет,37%,0,
9585,дерматолог железнодорожный,100%,нет,88%,1,
9586,ахтубинск госпиталь военный,100%,нет,0%,-1,
9587,анапа медицинский центр,90%,нет,65%,0,
9588,узи ангарск,90%,нет,81%,1,
9589,гастроэнтеролог астрахань детский,100%,нет,64%,0,
9590,лор балашиха,100%,нет,81%,1,
9591,кодировка от алкоголя в барнауле,100%,нет,74%,1,
9592,диагностический центр чебоксары на афанасьева официальный сайт цены,90%,нет,72%,1,
9593,аллерголог челябинск взрослый,100%,нет,67%,1,
9594,терапевт череповец,100%,нет,67%,1,
9595,узи домодедово,100%,нет,71%,1,
9596,гинеколог донецк,80%,нет,69%,1,
9597,3 женская консультация хабаровск,60%,нет,37%,0,
9598,хабаровск остеопат,80%,нет,43%,0,
9599,поликлиника 17 иркутск,70%,нет,50%,0,
9600,реабилитационный центр на маршала конева в иркутске,90%,нет,35%,0,
9601,узи специалист иркутск,100%,нет,73%,1,
9602,невролог почтаренко иркутск,70%,нет,24%,-1,
9603,денталвиль ижевск,90%,нет,36%,0,
9604,калуга детская поликлиника,100%,нет,71%,1,
9605,узи специалист калуга,90%,нет,59%,0,
9606,мрт позвоночника в казани,90%,нет,98%,1,
9607,сочи стоматология казань,80%,нет,57%,0,
9608,кемерово госпиталь ветеранов войн,70%,нет,0%,-1,
9609,невролог кинешма,100%,нет,74%,1,
9610,узи брюшной полости киров цены,90%,нет,86%,1,
9611,мдц комсомольск на амуре на шиханова,80%,нет,49%,0,
9612,детский невролог королев,0%,нет,45%,0,
9613,сосудистый хирург кострома,70%,нет,50%,0,
9614,краснодар гбуз нии ккб 1,40%,нет,0%,-1,
9615,князева наталья александровна гинеколог краснодар,70%,нет,24%,-1,
9616,медичи красноярск клиника,70%,нет,30%,-1,
9617,кропоткин гинеколог,100%,нет,90%,1,
9618,частные клиники курск,90%,нет,63%,0,
9619,пахомов узи курск,80%,нет,38%,0,
9620,узи кызыл,100%,нет,72%,1,
9621,офтальмолог магнитогорск,100%,нет,63%,0,
9622,сосудистый хирург в махачкале,80%,нет,50%,0,
9623,ст дент малоярославец услуги цены,70%,нет,87%,1,
9624,майкоп перинатальный центр,70%,нет,56%,0,
9625,башдент мелеуз,100%,нет,56%,0,
9626,ао медицина отзывы,0%,нет,4%,-1,
9627,семейный медицинский центр солнцево,40%,да,32%,-1,
9628,отзывы алан клиник,0%,нет,7%,-1,
9629,детская 3,80%,да,51%,0,
9630,12 пнд,40%,да,21%,-1,
9631,психиатры москвы лучшие,100%,нет,58%,0,
9632,лучшие трихологи москвы,100%,нет,73%,1,
9633,войковская стоматология,0%,нет,17%,-1,
9634,елонаков александр викторович ревматолог,0%,нет,5%,-1,
9635,сябро анна витальевна гинеколог отзывы,10%,да,12%,-1,
9636,шаповалов дмитрий,20%,да,14%,-1,
9637,даниил рафаэлевич маркарьян,0%,нет,3%,-1,
9638,петров дмитрий сергеевич,0%,нет,0%,-1,
9639,смирнов дмитрий владимирович,70%,да,36%,0,
9640,горячева ольга,0%,нет,6%,-1,
9641,косметолог набережные челны,0%,нет,55%,0,
9642,невролог челны,10%,да,20%,-1,
9643,зубр невинномысск стоматология,70%,нет,43%,0,
9644,кт в нижнем тагиле адреса цены,100%,нет,88%,1,
9645,травмпункт канавинского района нижнего новгорода,90%,нет,56%,0,
9646,чистов андрей александрович,0%,нет,0%,-1,
9647,розенвальд ирина эммануиловна невролог,0%,нет,4%,-1,
9648,акушер новосибирск,90%,нет,66%,1,
9649,пародонтолог в новосибирске,60%,нет,53%,0,
9650,обнинск кардиолог,90%,нет,90%,1,
9651,орск эндокринолог,100%,нет,77%,1,
9652,поликлиника острогожск,80%,нет,0%,-1,
9653,невролог пенза взрослый лучший,100%,нет,66%,1,
9654,дудкин узи пенза,70%,нет,28%,-1,
9655,стоматология пятигорск 40 лет октября,90%,нет,49%,0,
9656,проктолог раменское,60%,нет,79%,1,
9657,медцентр семья на буденновском ростов на дону,90%,нет,42%,0,
9658,стоматолог хирург ростов на дону,100%,нет,64%,0,
9659,узи сердца рязань цена,100%,нет,99%,1,
9660,рязань 11 городская больница,90%,нет,61%,0,
9661,тришкин олег михайлович невролог,10%,да,11%,-1,
9662,челюстно лицевой хирург самара,80%,нет,58%,0,
9663,ерошевского глазная больница,0%,нет,11%,-1,
9664,а 2 мед самара официальный сайт,60%,нет,28%,-1,
9665,окулист в самаре,100%,нет,67%,1,
9666,самара частные клиники,100%,нет,57%,0,
9667,саратов педиатр,100%,нет,81%,1,
9668,психотерапевт сергиев посад,100%,нет,66%,1,
9669,детский ортопед севастополь,0%,нет,12%,-1,
9670,северск поликлиника 2,67%,нет,0%,-1,
9671,поликлиника детская северск первомайская,80%,нет,68%,1,
9672,отзывы щелковский перинатальный центр,0%,нет,3%,-1,
9673,сосудистый хирург симферополь,0%,нет,55%,0,
9674,гастроэнтеролог смоленск детский,100%,нет,96%,1,
9675,флюорография смоленск,100%,нет,81%,1,
9676,кт в смоленске,90%,нет,75%,1,
9677,кардиохирург санкт петербург,90%,нет,66%,1,
9678,нии ортопедии и травматологии санкт петербург,50%,нет,42%,0,
9679,55 поликлиника калининского района,0%,нет,8%,-1,
9680,новое девяткино энергетиков 4 поликлиника,0%,нет,2%,-1,
9681,мануальная терапия спб,90%,нет,81%,1,
9682,пародонтолог в спб,90%,нет,96%,1,
9683,стоматология купчино,0%,нет,18%,-1,
9684,детский хирург ставрополь,80%,нет,50%,0,
9685,женская консультация стерлитамак,100%,нет,68%,1,
9686,невролог сургут взрослый,100%,нет,58%,0,
9687,игнатьева сургут невролог,80%,нет,31%,-1,
9688,тамань поликлиника,0%,нет,17%,-1,
9689,лор голованов тамбов,50%,нет,40%,0,
9690,гастроэнтеролог детский томск,90%,нет,50%,0,
9691,травматолог томск,90%,нет,58%,0,
9692,детский уролог тверь,80%,нет,90%,1,
9693,жданов геннадий николаевич,0%,нет,6%,-1,
9694,стелла мед,10%,да,31%,-1,
9695,поликлиника 1 уфа цюрупа 4 регистратура телефон,80%,нет,49%,0,
9696,сомнолог уфа,80%,нет,94%,1,
9697,клиника в ульяновске глазная,60%,нет,50%,0,
9698,ортопед волгодонск,100%,нет,78%,1,
9699,узи брюшной полости волгоград,90%,нет,99%,1,
9700,вологда аллерголог,100%,нет,93%,1,
9701,пульмонолог детский вологда,80%,нет,69%,1,
9702,4 роддом воронеж,100%,нет,0%,-1,
9703,сексолог воронеж,100%,нет,88%,1,
9704,детский невролог жуковский,100%,нет,94%,1,
9705,психотерапевт абакан,100%,нет,65%,0,
9706,выздоровление клиника абинск,80%,нет,69%,1,
9707,медицинский центр адлер,0%,нет,20%,-1,
9708,роддом батайск,100%,нет,0%,-1,
9709,гор больница 2 белгород,100%,нет,49%,0,
9710,медэксперт белгород островского 22 официальный сайт,80%,нет,40%,0,
9711,кардиоцентр брянск,80%,нет,68%,1,
9712,буденновск поликлиника,0%,нет,36%,0,
9713,бсмп чебоксары стоматология,80%,нет,49%,0,
9714,генетик челябинск,100%,нет,64%,0,
9715,гинекология череповец,90%,нет,80%,1,
